normalized_description,Existencias,coverage_days,low_stock_flag,stock_rotation
speed 4.0 8 arid coyote 12 r,0,0.0,1,
tenis dama skechers 23,0,0.0,1,
tenis dama skechers 24,0,0.0,1,
tenis dama skechers 25,0,0.0,1,
tenis dama skechers 26,0,0.0,1,
multi wrap black,3,0.6,1,
"paraframe i,cp,se,ti gry,clp,e 3/12,par",9,1.8,1,
"paraframe mini,cp,pe,ss,clp,e6/24,para",6,1.2,1,
tenis caballero skechers 27.5,0,0.0,1,
tenis caballero skechers 28.5,0,0.0,1,
overol de vuelo nomex azul rey,0,0.0,1,
"ultimate,fb,se,grn,e3/12,knf1175,ultima",3,0.6,1,
carabiner ps lock brt gry/slvr,4,0.8,1,
"carabiner, ps auto red, cmc",7,1.4,1,
ua micro g stellar mid black 28,1,0.2,1,
"06 fast,ao,tango,se,blk,e3/12,06 fast,a",5,1.0,1,
"paraframe mini,tanto,pe,ss,e3/12,para m",1,0.2,1,
"paraframe i,tanto,se,blk,e3/12,para i,t",8,1.6,1,
"bolo machete,fb,pe,blk/blk,e3/12,equ673",6,1.2,1,
"airlift,fldr,pe,chmpgn/blk,e3/12,knf101",3,0.6,1,
"suspension nxt,nn,slvr,clp,e3/12,mpt945",6,1.2,1,
"ultimate,fb,se,grn,e3/12,knf1175,ultima",3,0.6,1,
"clutch, 11mm, cmc",2,0.4,1,
chaleco cs40 negro m,0,0.0,1,
bullet ant goggle deluxe kit,0,0.0,1,
sawfly basic kits reg black clr,2,0.4,1,
sawfly basic kits reg black smk,1,0.2,1,
sawfly rg blk 2l clr/smk hc,3,0.6,1,
stingerhawk basic kits large black smoke,0,0.0,1,
stingerhawk basic kits large clear black,1,0.2,1,
stingerhawk-rg-blk 1l-clr,8,1.6,1,
stingerhawk-rg-blk bsc-smk af,4,0.8,1,
stinger hawk rg blk dlx-y el af,6,1.2,1,
stinger hawkm rg blk esn af,5,1.0,1,
stingerhawk reg deluxe kit,4,0.8,1,
desert locust basic kit black clear,3,0.6,1,
desert locust basic kit black smoke,1,0.2,1,
desert locust black esn af,5,1.0,1,
desert locust fg dlx y el af,1,0.2,1,
prescription (rx) uplc & connector,2,0.4,1,
prescription (rx) olc (optical lens carr,6,1.2,1,
shadow strike blk dlx-y el af,4,0.8,1,
shadow strike gry dlx-y el af,10,2.0,1,
shadow strike t499 dlx-y el af,7,1.4,1,
slingshot-black 1 lense cano,1,0.2,1,
slingshot-black 1 lense verso,1,0.2,1,
playera cab cr peso 100% algod marino l,0,0.0,1,
playera dama cr peso 100% algd marino l,0,0.0,1,
utility s/s polo tall black l,4,0.8,1,
legacy tonal s/s tee charcoal m,0,0.0,1,
train strong tee charcoal htr l,0,0.0,1,
train strong tee charcoal htr s,1,0.2,1,
train strong tee charcoal htr xl,1,0.2,1,
give me liberty s/s tee mlty grn htr m,2,0.4,1,
peacemakers s/s tee charcoal htr m,0,0.0,1,
legacy camo fill s/s tee silver l,0,0.0,1,
triblend legacy s/s tee black htr m,0,0.0,1,
triblend legacy s/s tee black htr s,1,0.2,1,
triblend legacy s/s tee black htr xl,0,0.0,1,
crossed axe mountain tee black l,2,0.4,1,
crossed axe mountain tee black m,3,0.6,1,
crossed axe mountain tee black s,2,0.4,1,
stay sharp ss tee military grn l,1,0.2,1,
stay sharp ss tee military grn m,2,0.4,1,
stay sharp ss tee military grn s,2,0.4,1,
lucha gnome ss tee charcoal htr m,3,0.6,1,
lucha gnome ss tee charcoal htr s,1,0.2,1,
turn and burn ss tee steam l,0,0.0,1,
turn and burn ss tee steam m,1,0.2,1,
turn and burn ss tee steam s,1,0.2,1,
turn and burn ss tee steam xl,2,0.4,1,
conquered l/s tee navy l,1,0.2,1,
conquered l/s tee navy m,2,0.4,1,
conquered l/s tee navy s,1,0.2,1,
we never miss l/s tee black m,2,0.4,1,
we never miss l/s tee black s,1,0.2,1,
ski team l/s tee white m,1,0.2,1,
peacemakers l/s tee navy m,1,0.2,1,
locked and logoed l/s tee heather grey m,3,0.6,1,
locked and logoed l/s tee heather grey s,1,0.2,1,
brewing up victory l/s t black m,1,0.2,1,
bike patrol pant dark navy 34 32,0,0.0,1,
bike patrol pant dark navy 36 32,0,0.0,1,
bike patrol pant dark navy 38 38,0,0.0,1,
"lst,fldr,dp,pe,blk,e6/24,knf036,lst,dp,",7,1.4,1,
"mp600,basic,nn,bb,shth,e3/12,mp600,basi",3,0.6,1,
big horn jacket dark navy 2xl,0,0.0,1,
big horn jacket dark navy 3xl,0,0.0,1,
big horn jacket dark navy 4xl,0,0.0,1,
big horn jacket dark navy l,3,0.6,1,
big horn jacket dark navy m,3,0.6,1,
big horn jacket dark navy s,0,0.0,1,
big horn jacket dark navy xl,10,2.0,1,
big horn jacket dark navy xs,2,0.4,1,
big horn jacket black m,0,0.0,1,
packable jacket black l,7,1.4,1,
packable jacket black m,1,0.2,1,
packable jacket black s,0,0.0,1,
packable jacket black xl,7,1.4,1,
packable jacket dark navy l,8,1.6,1,
packable jacket dark navy m,5,1.0,1,
packable jacket dark navy s,1,0.2,1,
packable jacket dark navy xl,6,1.2,1,
duty rain shell black l,3,0.6,1,
duty rain shell black m,2,0.4,1,
duty rain shell black s,1,0.2,1,
duty rain shell black xl,2,0.4,1,
chameleon softshell 2.0 black l,8,1.6,1,
chameleon softshell 2.0 black m,5,1.0,1,
chameleon softshell 2.0 black s,0,0.0,1,
chameleon softshell 2.0 black xl,3,0.6,1,
chameleon softshell 2.0 dark navy l,2,0.4,1,
chameleon softshell 2.0 dark navy xl,2,0.4,1,
chameleon softshell 2.0 ranger green l,3,0.6,1,
chameleon softshell 2.0 ranger green s,2,0.4,1,
chameleon softshell 2.0 ranger green xl,2,0.4,1,
chameleon softshell 2.0 dark navy m,4,0.8,1,
chameleon softshell 2.0 dark navy s,1,0.2,1,
xtu lt3 jacket black m r,0,0.0,1,
exo.k external knee pad black 1 sz,19,3.8,1,
exo.e external elbow pad black 1 sz,13,2.6,1,
fastropesample6-10ftw/ableterminatoneend,0,0.0,1,
push pack black 1 sz,5,1.0,1,
tactec plate carrier black 1 sz,13,2.6,1,
tactec plate carrier kangaroo 1 sz,7,1.4,1,
tactec plate carrier ranger green 1 sz,2,0.4,1,
2 banger double tap 1 sz,4,0.8,1,
rush lbd lima black 1 sz,2,0.4,1,
rush lbd lima ranger greeni 1 sz,6,1.2,1,
tactec plate carrier mcm multicam 1 sz,1,0.2,1,
load up 22 carry on volcanic 1 sz,1,0.2,1,
lvc m4 tundra 1 sz,3,0.6,1,
double pistol case black 1 sz,6,1.2,1,
lvc m4 shorty tundra 1 sz,2,0.4,1,
soms 3.0 ranger green 1 sz,0,0.0,1,
mission ready 3.0 black 1 sz,0,0.0,1,
mission ready 3.0 ranger green 1 sz,0,0.0,1,
rush12 2.0 backpack black 1 sz,3,0.6,1,
rush12 2.0 backpack kangaroo 1 sz,3,0.6,1,
rush24 2.0 backpack black 1 sz,1,0.2,1,
rush24 2.0 backpack kangaroo 1 sz,6,1.2,1,
rush24 2.0 backpack ranger green 1 sz,12,2.4,1,
covrt18 2.0 black 1 sz,1,0.2,1,
daily deploy push pack black 1 sz,2,0.4,1,
overwatch briefcase black 1 sz,4,0.8,1,
flex radio 2.0 pouch black 1 sz,6,1.2,1,
flex dbl pistol 2.0 pch mc multicam 1 sz,6,1.2,1,
flex sgl mlti cal pouch black 1 sz,0,0.0,1,
lvc6 2.0 waist pack black 1 sz,1,0.2,1,
lvc6 2.0 waist pack tundra 1 sz,1,0.2,1,
tracker bifold 2.0 blk multicam 1 sz,15,3.0,1,
phantom bifold 2.0 black 1 sz,5,1.0,1,
flex dbl ar 2.0 pouch kangaroo 1 sz,3,0.6,1,
flex dbl ar 2.0 pouch mc multicam 1 sz,5,1.0,1,
skyweightâ  srvl chest pk major brown 1 s,8,1.6,1,
skyweight util chest pk sage green 1 sz,4,0.8,1,
skyweight util chest pk volcanic 1 sz,0,0.0,1,
mission ready dog harness fluorscn org m,6,1.2,1,
mission ready dog harness fluorscn org s,3,0.6,1,
mission ready dog harness sage green l/x,4,0.8,1,
mission ready dog harness sage green m,6,1.2,1,
mission ready dog harness sage green s,2,0.4,1,
mission ready dog harness volcanic l/xl,4,0.8,1,
mission ready dog harness volcanic m,5,1.0,1,
mission ready dog harness volcanic s,3,0.6,1,
mission ready dog harness fluorscn org l,1,0.2,1,
lvc8 sling pack black 1 sz,15,3.0,1,
flex sgl pstl mlti pch mc black 1 sz,2,0.4,1,
range qualifier bag black 1 sz,2,0.4,1,
moab 6 black 1 sz,3,0.6,1,
moab 6 double tap 1 sz,2,0.4,1,
moab 6 kangaroo 1 sz,4,0.8,1,
moab 6 ranger green 1 sz,2,0.4,1,
select carry pistol pouch charcoal 1 sz,11,2.2,1,
6.6 pouch black 1 sz,2,0.4,1,
6.6 med pouch black 1 sz,11,2.2,1,
6.6 med pouch kangaroo 1 sz,6,1.2,1,
6.6 med pouch ranger green 1 sz,6,1.2,1,
radio pouch black 1 sz,12,2.4,1,
h20 carrier black 1 sz,6,1.2,1,
single pistol case black 1 sz,7,1.4,1,
11mm x 60m std enduro bk/od,2,0.4,1,
sierra bravo duty blt black l,0,0.0,1,
sierra bravo duty blt black xl,0,0.0,1,
stealth operator pants navy blue 34 34,2,0.4,1,
stealth operator pants navy blue 36 34,2,0.4,1,
stealth operator pants navy blue 32 32,2,0.4,1,
wm tclt pdu s/s b-cl shrt midnight nvy l,1,0.2,1,
wm tclt pdu s/s b-cl shrt midnight nvy m,8,1.6,1,
wm tclt pdu s/s b-cl shrt midnight nvy s,0,0.0,1,
wm tclt pdu s/s b-cl shrt midnight nvy x,1,0.2,1,
wm tclt pdu s/s b-cl shrt midnight nvy x,0,0.0,1,
wm tclt pdu s/s b-cl shrt midnight nvy x,0,0.0,1,
wm l/s taclite shirt black s,0,0.0,1,
wm l/s taclite shirt black xl,1,0.2,1,
wm l/s taclite shirt dark navy m,0,0.0,1,
wm l/s taclite shirt dark navy s,1,0.2,1,
wm l/s taclite shirt dark navy xl,1,0.2,1,
wm l/s taclite shirt black m,0,0.0,1,
wm l/s taclite shirt dark navy xs,0,0.0,1,
wm l/s taclite shirt dark navy l,1,0.2,1,
wm tclt pdu l/s b-cl shrt mid navy s r,0,0.0,1,
wm tclt pdu l/s b-cl shrt midnight navy,6,1.2,1,
wm tclt pdu l/s b-cl shrt midnight nvy l,0,0.0,1,
wm tclt pdu l/s b-cl shrt midnight nvy x,2,0.4,1,
wm tclt pdu l/s b-cl shrt midnight nvy x,0,0.0,1,
wm tclt pdu l/s b-cl shrt midnight nvy x,2,0.4,1,
wm fast-tac l/s shirt dark navy xs,0,0.0,1,
wm fast-tac l/s shirt dark navy m,0,0.0,1,
wm fast-tac l/s shirt dark navy xl,0,0.0,1,
wm fast-tac l/s shirt uniform whte s,2,0.4,1,
wm fast-tac l/s shirt uniform whte xs,2,0.4,1,
wm ripstop tdu pant dark navy 10 r,0,0.0,1,
wm taclite pant dark navy 16 r,0,0.0,1,
wm taclite pant dark navy 14 r,1,0.2,1,
wm taclite pant dark navy 18 r,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 10,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 12,2,0.4,1,
wm tclt pdu a-class pant midnight nvy 14,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 16,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 18,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 2,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 20,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 4,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 6,0,0.0,1,
wm tclt pdu a-class pant midnight nvy 8,24,4.8,1,
wm stryke pant khaki 0 r,0,0.0,1,
wm stryke pant black 10 r,2,0.4,1,
wm stryke pant black 2 r,2,0.4,1,
wm stryke pant black 4 r,2,0.4,1,
wm stryke pant black 6 r,3,0.6,1,
wm stryke pant black 8 r,3,0.6,1,
wm stryke pant dark navy 10 r,2,0.4,1,
wm stryke pant dark navy 2 r,2,0.4,1,
wm stryke pant dark navy 4 r,4,0.8,1,
wm stryke pant dark navy 6 r,4,0.8,1,
wm stryke pant dark navy 8 r,2,0.4,1,
fast-tac s/s shirt dark navy l,0,0.0,1,
wm stryke pant storm 10 r,0,0.0,1,
wm stryke pant storm 12 r,0,0.0,1,
wm stryke pant storm 14 r,0,0.0,1,
wm stryke pant storm 16 r,0,0.0,1,
wm stryke pant storm 18 r,0,0.0,1,
wm stryke pant storm 20 r,0,0.0,1,
wm stryke pant storm 8 r,0,0.0,1,
wm fast-tac cargo pant khaki 4 r,5,1.0,1,
wm fast-tac cargo pant charcoal 2 r,2,0.4,1,
wm fast-tac cargo pant charcoal 4 r,3,0.6,1,
wm fast-tac cargo pant charcoal 6 r,4,0.8,1,
wm fast-tac cargo pant charcoal 8 r,4,0.8,1,
wm fast-tac cargo pant black 10 r,2,0.4,1,
wm fast-tac cargo pant khaki 10 r,2,0.4,1,
wm fast-tac cargo pant khaki 12 r,2,0.4,1,
wm fast-tac cargo pant khaki 2 r,3,0.6,1,
wm fast-tac cargo pant khaki 6 r,3,0.6,1,
wm fast-tac cargo pant khaki 8 r,3,0.6,1,
wm fast-tac cargo pant dark navy 10 r,2,0.4,1,
wm fast-tac cargo pant dark navy 12 r,2,0.4,1,
wm fast-tac cargo pant dark navy 2 r,3,0.6,1,
wm fast-tac cargo pant dark navy 4 r,4,0.8,1,
wm fast-tac cargo pant dark navy 6 r,3,0.6,1,
wm fast-tac cargo pant dark navy 8 r,4,0.8,1,
wm fast-tac cargo pant dark navy 14 r,0,0.0,1,
wm fast-tac cargo pant dark navy 16 r,0,0.0,1,
wm fast-tac cargo pant dark navy 18 r,0,0.0,1,
wm fast-tac cargo pant dark navy 20 r,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 10,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 12,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 14,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 16,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 18,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 2,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 20,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 4,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 6,0,0.0,1,
wm cl a fast-tac twl pnt midnight nvy 8,0,0.0,1,
wm abr pro pant black 0 r,0,0.0,1,
wm abr pro pant dark navy 10 r,1,0.2,1,
wm abr pro pant dark navy 12 r,2,0.4,1,
wm abr pro pant dark navy 2 r,1,0.2,1,
wm abr pro pant dark navy 4 r,3,0.6,1,
wm abr pro pant dark navy 6 r,3,0.6,1,
wm abr pro pant dark navy 8 r,2,0.4,1,
wm abr pro pant kangaroo 10 r,0,0.0,1,
wm abr pro pant kangaroo 12 r,0,0.0,1,
wm abr pro pant kangaroo 2 r,2,0.4,1,
wm abr pro pant kangaroo 4 r,3,0.6,1,
wm abr pro pant kangaroo 6 r,3,0.6,1,
wm abr pro pant kangaroo 8 r,2,0.4,1,
wm abr pro pant khaki 10 r,1,0.2,1,
wm abr pro pant khaki 12 r,2,0.4,1,
wm abr pro pant khaki 2 r,2,0.4,1,
wm abr pro pant khaki 4 r,3,0.6,1,
wm abr pro pant khaki 6 r,1,0.2,1,
wm abr pro pant khaki 8 r,1,0.2,1,
women's apex pant dark navy 10 r,0,0.0,1,
women's apex pant dark navy 2 r,1,0.2,1,
women's apex pant dark navy 6 r,1,0.2,1,
women's apex pant dark navy 8 r,1,0.2,1,
womens apex pant dark navy 0 r,0,0.0,1,
womens apex pant dark navy 12 r,0,0.0,1,
womens apex pant dark navy 16 r,0,0.0,1,
womens apex pant dark navy 18 r,0,0.0,1,
womens apex pant dark navy 4 r,0,0.0,1,
wm ntrs ovrlandr ss tee deep sea l,0,0.0,1,
wm ntrs ovrlandr ss tee deep sea xl,1,0.2,1,
wm camo crest ss tee black l,3,0.6,1,
wm camo crest ss tee black m,3,0.6,1,
wm camo crest ss tee black s,2,0.4,1,
wm camo crest ss tee black xs,2,0.4,1,
fajo tactico hebilla metal khaki g,0,0.0,1,
fajo tactico hebilla metal negro g,0,0.0,1,
porta pistola nylon negro,2,0.4,1,
porta pistola mariposa,1,0.2,1,
porta lampara de aro nylon negro,2,0.4,1,
porta llave lona negro,0,0.0,1,
separador nylon negro,3,0.6,1,
porta tolete pr24 negro,5,1.0,1,
fajilla de nylon negro,4,0.8,1,
porta radio nylon negro,1,0.2,1,
porta proveedor nylon doble negro,3,0.6,1,
porta esposas nylon negro,7,1.4,1,
performance s/s polo tall dark navy 4xl,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy 2xl,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy l r,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy m r,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy m-s,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy s r,0,0.0,1,
tclt pdu s/s b-cl shirt midnight nvy xl,0,0.0,1,
taclite pro s/s shirt black 2xl,2,0.4,1,
taclite pro s/s shirt black l,0,0.0,1,
taclite pro s/s shirt black m,0,0.0,1,
taclite pro s/s shirt black s,8,1.6,1,
taclite pro s/s shirt black xl,5,1.0,1,
taclite pro s/s shirt charcoal l,2,0.4,1,
taclite pro s/s shirt charcoal m,5,1.0,1,
taclite pro s/s shirt charcoal s,0,0.0,1,
taclite pro s/s shirt charcoal xl,5,1.0,1,
taclite pro s/s shirt dark navy 2xl,7,1.4,1,
taclite pro s/s shirt dark navy l,20,4.0,1,
taclite pro s/s shirt dark navy m,25,5.0,1,
taclite pro s/s shirt dark navy s,8,1.6,1,
taclite pro s/s shirt dark navy xl,5,1.0,1,
taclite pro s/s shirt tdu green l,5,1.0,1,
taclite pro s/s shirt tdu green m,5,1.0,1,
taclite pro s/s shirt tdu green s,0,0.0,1,
taclite pro s/s shirt tdu khaki 2xl,2,0.4,1,
taclite pro s/s shirt tdu khaki l,5,1.0,1,
taclite pro s/s shirt tdu khaki m,5,1.0,1,
taclite pro s/s shirt tdu khaki s,3,0.6,1,
taclite pro s/s shirt tdu khaki xl,4,0.8,1,
taclite pro s/s shirt white l,20,4.0,1,
taclite pro s/s shirt white m,20,4.0,1,
taclite pro s/s shirt white s,22,4.4,1,
taclite pro s/s shirt white xl,15,3.0,1,
taclite pro s/s shirt tdu green 2xl,2,0.4,1,
taclite pro s/s shirt white 2xl,0,0.0,1,
taclite pro s/s shirt tdu green xl,3,0.6,1,
taclite pro s/s shirt charcoal 2xl,2,0.4,1,
marksman utility s/s shrt volcanic l,4,0.8,1,
marksman utility s/s shrt volcanic m,0,0.0,1,
marksman utility s/s shrt volcanic s,1,0.2,1,
fast-tac s/s shirt charcoal l,3,0.6,1,
fast-tac s/s shirt charcoal m,2,0.4,1,
fast-tac s/s shirt dark navy s,4,0.8,1,
fast-tac s/s shirt dark navy xl,3,0.6,1,
fast-tac s/s shirt dark navy l,8,1.6,1,
fast-tac s/s shirt dark navy m,8,1.6,1,
ripstop tdu l/s shirt dark navy l r,22,4.4,1,
ripstop tdu l/s shirt dark navy l s,23,4.6,1,
ripstop tdu l/s shirt dark navy m s,55,11.0,1,
ripstop tdu l/s shirt dark navy s r,19,3.8,1,
ripstop tdu l/s shirt dark navy m r,7,1.4,1,
ripstop tdu l/s shirt dark navy xl r,4,0.8,1,
taclite pro l/s shirt black l,18,3.6,1,
taclite pro l/s shirt black m,25,5.0,1,
taclite pro l/s shirt black s,23,4.6,1,
taclite pro l/s shirt black xl,18,3.6,1,
taclite pro l/s shirt coyote 120,1,0.2,1,
taclite pro l/s shirt dark navy l,921,184.2,0,
taclite pro l/s shirt dark navy m,25,5.0,1,
taclite pro l/s shirt dark navy s,26,5.2,1,
taclite pro l/s shirt dark navy xl,69,13.8,1,
taclite pro l/s shirt storm l,1,0.2,1,
taclite pro l/s shirt storm m,11,2.2,1,
taclite pro l/s shirt storm s,11,2.2,1,
taclite pro l/s shirt storm xl,4,0.8,1,
taclite pro l/s shirt tdu green l,8,1.6,1,
taclite pro l/s shirt tdu green m,12,2.4,1,
taclite pro l/s shirt tdu green s,9,1.8,1,
taclite pro l/s shirt tdu khaki 2xl,1,0.2,1,
taclite pro l/s shirt tdu khaki m,4,0.8,1,
taclite pro l/s shirt tdu khaki s,6,1.2,1,
taclite pro l/s shirt tdu khaki xl,2,0.4,1,
taclite pro l/s shirt tundra l,4,0.8,1,
taclite pro l/s shirt tundra m,4,0.8,1,
taclite pro l/s shirt tundra s,6,1.2,1,
taclite pro l/s shirt tundra xl,2,0.4,1,
taclite pro l/s shirt white 2xl,2,0.4,1,
taclite pro l/s shirt white l,23,4.6,1,
taclite pro l/s shirt white m,27,5.4,1,
taclite pro l/s shirt white s,24,4.8,1,
taclite pro l/s shirt white xl,18,3.6,1,
taclite pro l/s shirt tdu khaki l,0,0.0,1,
taclite pro l/s shirt charcoal l,6,1.2,1,
taclite pro l/s shirt charcoal m,6,1.2,1,
taclite pro l/s shirt coyote s,6,1.2,1,
taclite pro l/s shirt tdu green xl,2,0.4,1,
taclite pro l/s shirt charcoal s,6,1.2,1,
taclite pro l/s shrt tall black l,0,0.0,1,
rapid assault shirt mcm multicam 2xl,0,0.0,1,
rapid assault shirt mcm multicam l,0,0.0,1,
rapid assault shirt mcm multicam m,0,0.0,1,
rapid assault shirt mcm multicam s,0,0.0,1,
rapid assault shirt mcm multicam xl,0,0.0,1,
rapid assault shirt black s,7,1.4,1,
rapid assault shirt dark navy m,7,1.4,1,
rapid assault shirt dark navy s,2,0.4,1,
rapid assault shirt dark navy xl,2,0.4,1,
rapid assault shirt tdu khaki l,0,0.0,1,
rapid assault shirt tdu khaki m,0,0.0,1,
rapid assault shirt tdu khaki s,0,0.0,1,
rapid assault shirt black l,2,0.4,1,
rapid assault shirt black m,3,0.6,1,
rapid assault shirt dark navy l,2,0.4,1,
tclt pdu l/s b-cl shirt midnight navy s,10,2.0,1,
tclt pdu l/s b-cl shirt midnight nvy 2xl,6,1.2,1,
tclt pdu l/s b-cl shirt midnight nvy 3xl,3,0.6,1,
tclt pdu l/s b-cl shirt midnight nvy l r,0,0.0,1,
tclt pdu l/s b-cl shirt midnight nvy m r,0,0.0,1,
tclt pdu l/s b-cl shirt midnight nvy s r,169,33.8,0,
tclt pdu l/s b-cl shirt midnight nvy xl,10,2.0,1,
stryke shirt black l,6,1.2,1,
stryke shirt black m,8,1.6,1,
stryke shirt black s,7,1.4,1,
stryke shirt black xl,4,0.8,1,
stryke shirt dark navy l,18,3.6,1,
stryke shirt dark navy m,16,3.2,1,
stryke shirt dark navy s,10,2.0,1,
stryke shirt dark navy xl,15,3.0,1,
stryke shirt khaki l,7,1.4,1,
stryke shirt khaki m,9,1.8,1,
stryke shirt khaki s,5,1.0,1,
stryke shirt khaki xl,5,1.0,1,
stryke shirt ranger green l,4,0.8,1,
stryke shirt ranger green m,7,1.4,1,
stryke shirt ranger green s,2,0.4,1,
stryke shirt ranger green xl,4,0.8,1,
stryke shirt storm l,4,0.8,1,
stryke shirt storm s,2,0.4,1,
stryke shirt tdu green 2xl,3,0.6,1,
stryke shirt tdu green l,16,3.2,1,
stryke shirt tdu green m,12,2.4,1,
stryke shirt tdu green s,9,1.8,1,
stryke shirt tdu green xl,10,2.0,1,
stryke shirt tundra l,4,0.8,1,
stryke shirt tundra m,6,1.2,1,
stryke shirt tundra xl,5,1.0,1,
stryke shirt tall black 2xl,2,0.4,1,
stryke shirt tall khaki 2xl,2,0.4,1,
stryke shirt tall ranger green 2xl,2,0.4,1,
stryke tdu ls shirt tall dark navy l,5,1.0,1,
fast-tac tdu shirt dark navy m,1,0.2,1,
fast-tac tdu shirt tall dark navy l,0,0.0,1,
fast-tac l/s shirt charcoal l,6,1.2,1,
fast-tac l/s shirt charcoal m,6,1.2,1,
fast-tac l/s shirt charcoal s,3,0.6,1,
fast-tac l/s shirt charcoal xl,3,0.6,1,
fast-tac l/s shirt dark navy 3xl,0,0.0,1,
fast-tac l/s shirt dark navy l,23,4.6,1,
fast-tac l/s shirt dark navy m,22,4.4,1,
fast-tac l/s shirt khaki l,6,1.2,1,
fast-tac l/s shirt khaki m,4,0.8,1,
fast-tac l/s shirt khaki s,7,1.4,1,
fast-tac l/s shirt black l,0,0.0,1,
fast-tac l/s shirt black m,0,0.0,1,
v.xi xtu rp l/s mc shirt multicam m,0,0.0,1,
v.xi xtu rp l/s mc shirt multicam xl,0,0.0,1,
cl a fast-tac twill l/s uniform whte m r,2,0.4,1,
cl a fast-tac twl l/s-tl midnight nvy 3x,0,0.0,1,
abr pro shirt ls black m r,10,2.0,1,
abr pro shirt ls black s r,6,1.2,1,
abr pro shirt ls khaki l r,7,1.4,1,
abr pro shirt ls khaki m r,7,1.4,1,
abr pro shirt ls khaki s r,4,0.8,1,
abr pro shirt ls black 2xl r,2,0.4,1,
abr pro shirt ls black l r,3,0.6,1,
abr pro shirt ls dark navy l r,4,0.8,1,
abr pro shirt ls dark navy m r,9,1.8,1,
abr pro shirt ls dark navy s r,3,0.6,1,
abr pro shirt ls dark navy xl r,2,0.4,1,
flex-tac tdu rapid ls storm 2xl r,0,0.0,1,
flex-tac tdu rapid ls storm l r,0,0.0,1,
flex-tac tdu rapid ls storm m r,0,0.0,1,
flex-tac tdu rapid ls storm s r,0,0.0,1,
flex-tac tdu rapid ls storm xl r,0,0.0,1,
flex-tac tdu rapid ls storm xs r,0,0.0,1,
aramis camo short tk grn bc cm 30,1,0.2,1,
ripstop tdu pant dark navy 2xl r,25,5.0,1,
ripstop tdu pant dark navy l r,25,5.0,1,
ripstop tdu pant dark navy m r,24,4.8,1,
ripstop tdu pant dark navy s r,10,2.0,1,
ripstop tdu pant dark navy xl r,24,4.8,1,
taclite pro pant dark navy 28 30,9,1.8,1,
taclite pro pant dark navy 30 30,10,2.0,1,
taclite pro pant dark navy 32 30,10,2.0,1,
taclite pro pant dark navy 34 30,6,1.2,1,
taclite pro pant dark navy 36 30,10,2.0,1,
taclite pro pant dark navy 38 30,10,2.0,1,
taclite pro pant dark navy 40 30,5,1.0,1,
taclite pro pant dark navy 42 30,5,1.0,1,
taclite pro pant dark navy 44 30,5,1.0,1,
stryke pant w/flex-tac dark navy 40 32,5,1.0,1,
stryke pant w/flex-tac tm battle brown 3,3,0.6,1,
stryke pant w/flex-tac tm battle brown 3,3,0.6,1,
stryke pant w/flex-tac tm battle brown 3,2,0.4,1,
stryke pant w/flex-tac tm battle brown 4,2,0.4,1,
stryke pant w/flex-tac tm black 30 32,10,2.0,1,
stryke pant w/flex-tac tm black 32 32,10,2.0,1,
stryke pant w/flex-tac tm black 34 32,10,2.0,1,
stryke pant w/flex-tac tm black 36 32,10,2.0,1,
stryke pant w/flex-tac tm black 38 32,10,2.0,1,
stryke pant w/flex-tac tm black 40 32,4,0.8,1,
stryke pant w/flex-tac tm coyote 30 32,3,0.6,1,
stryke pant w/flex-tac tm coyote 32 32,9,1.8,1,
stryke pant w/flex-tac tm coyote 34 32,13,2.6,1,
stryke pant w/flex-tac tm coyote 36 32,2,0.4,1,
stryke pant w/flex-tac tm coyote 38 32,3,0.6,1,
stryke pant w/flex-tac tm coyote 40 32,2,0.4,1,
stryke pant w/flex-tac tm dark navy 30 3,10,2.0,1,
stryke pant w/flex-tac tm dark navy 30 3,10,2.0,1,
stryke pant w/flex-tac tm dark navy 32 3,15,3.0,1,
stryke pant w/flex-tac tm dark navy 34 3,10,2.0,1,
stryke pant w/flex-tac tm dark navy 36 3,9,1.8,1,
stryke pant w/flex-tac tm dark navy 38 3,10,2.0,1,
