normalized_description,total_units_sold,total_income,total_cost,total_margin,avg_ticket_price,sale_frequency_days,cantidad_total_importada,costo_unitario_promedio_import,gastos_logisticos_promedio,tiempo_promedio_entrega,ultima_fecha_importacion,Existencias,coverage_days,low_stock_flag,stock_rotation,demanda_diaria_estimada,cantidad_a_importar,dias_hasta_proxima_importacion
liberty flex l/s shirt black m,3,2483.76,1708.8583170000002,774.901683,827.9200000000001,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
liberty flex l/s shirt black s,4,5103.44,2283.565888,2819.8741119999995,1275.86,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
liberty flex l/s shirt black s,4,5103.44,2283.565888,2819.8741119999995,1275.86,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
log jam video game patch grey 1sz,2,362.08,169.040468,193.039532,181.04,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
"lst,fldr,dp,pe,blk,e6/24,knf036,lst,dp,",2,1689.64,940.728766,748.9112340000001,844.82,1,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
lucha gnome ss tee charcoal htr m,8,3689.6,1963.5704,1726.0295999999998,461.2,1,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.08888888888888889,1.5807733111519926,212
lucha gnome ss tee charcoal htr s,6,2767.2,1472.6778,1294.5222,461.2,2,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.06666666666666667,1.1855799833639944,212
lv18 2.0 backpack,14,47586.16,25442.923392,22143.236608,3399.011428571429,0,,,,17.783699750459917,2024-12-01,,,,,0.15555555555555556,2.766353294515987,212
lvc6 2.0 waist pack black 1sz,32,32827.52,18452.340768,14375.179232,1025.86,7,,,,17.783699750459917,2024-12-01,,,,,0.35555555555555557,6.32309324460797,212
lvc8 sling pack black 1 sz,2,4543.1,2405.18,2137.9200000000005,2271.55,0,,,,17.783699750459917,2024-12-01,15.0,3.0,1.0,,0.022222222222222223,0.39519332778799815,212
lvc8 sling pack black 1sz,4,8586.2,4322.914246,4263.285754,2146.55,2,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
m pact fingerless negro l,2,1389.66,846.793722,542.8662780000001,694.83,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
marksman l/s shirt blue mussel l,1,1062.49,609.351265,453.138735,1062.49,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.011111111111111112,0.19759666389399907,212
marksman l/s shirt blue mussel m,2,2913.8,1218.70253,1695.0974700000002,1456.9,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
marksman l/s shirt sage green l,4,5827.58,2437.575664,3390.0043360000004,1456.895,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
marksman l/s shirt sage green l,4,5827.58,2437.575664,3390.0043360000004,1456.895,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
marksman l/s shirt sand dune s,2,2979.3,0.0,2979.3,1489.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman l/s shirt sand dune s,2,2979.3,0.0,2979.3,1489.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman l/s shirt volcanic l,2,2913.78,1269.631536,1644.148464,1456.89,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman l/s shirt volcanic l,2,2913.78,1269.631536,1644.148464,1456.89,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman s/s shirt,2,2551.72,1163.828908,1387.8910919999998,1275.86,0,334.0,59773.57142857143,63658.71428571428,18.571428571428573,2024-07-05,1.0,0.2,1.0,,0.022222222222222223,0.41269841269841273,361
marksman s/s shirt blue mussel l,2,2551.72,1117.193746,1434.526254,1275.86,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman s/s shirt blue mussel m,2,2551.72,1117.193746,1434.526254,1275.86,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
marksman s/s shirt blue mussel s,2,2551.72,1117.108444,1434.6115559999998,1275.86,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
marksman utility s/s shrt field green s,2,2810.34,1039.3565,1770.9835,1405.17,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman utility s/s shrt field green s,2,2810.34,1039.3565,1770.9835,1405.17,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
marksman utility s/s shrt volcanic l,4,5620.68,2719.850024,2900.8299760000004,1405.17,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
marksman utility s/s shrt volcanic l,4,5620.68,2719.850024,2900.8299760000004,1405.17,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.044444444444444446,0.7903866555759963,212
marksman utility s/s shrt volcanic m,8,11241.36,5664.851874,5576.508126000001,1405.17,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
marksman utility s/s shrt volcanic m,8,11241.36,5664.851874,5576.508126000001,1405.17,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
marksman utility s/s shrt volcanic s,6,8431.02,4402.130052,4028.889948,1405.17,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.06666666666666667,1.1855799833639944,212
marksman utility s/s shrt volcanic xl,2,2810.34,1467.309106,1343.0308940000002,1405.17,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
maverick edc 1.5 belt black m,2,4741.38,3028.836156,1712.5438440000005,2370.69,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
may 2022 potm blue 1sz,2,603.44,298.1318,305.30820000000006,301.72,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
meridian pant,2,3706.88,2557.79536,1149.08464,1853.44,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
meridian pant sage green 34 32,6,11120.66,6815.834052,4304.825948000001,1853.4433333333332,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
meridian pant sage green 34 32,6,11120.66,6815.834052,4304.825948000001,1853.4433333333332,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
meridian pant volcanic 32 32,4,7413.8,4543.894052,2869.9059480000005,1853.45,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
meridian pant volcanic 32 32,4,7413.8,4543.894052,2869.9059480000005,1853.45,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
meridian pant volcanic 34 32,2,3706.88,2271.947026,1434.9329740000005,1853.44,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
meridian pant volcanic 40 32,2,3706.88,2272.014982,1434.865018,1853.44,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
mexico 5.11 fill ss tee black l,6,3361.46,1802.4768,1558.9832,560.2433333333333,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.06666666666666667,1.1855799833639944,212
mexico 5.11 fill ss tee black m,2,1120.7,600.8256,519.8744,560.35,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
mexico 5.11 fill ss tee black s,2,1120.7,583.052812,537.647188,560.35,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
mexico 5.11 fill ss tee black xl,2,1120.7,600.8256,519.8744,560.35,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
mexico 5.11 fill ss tee black xl,2,1120.7,600.8256,519.8744,560.35,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
minefield ss tee heather grey l,4,1844.8,1022.226708,822.5732919999999,461.2,0,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
minefield ss tee heather grey xl,2,922.4,511.046366,411.353634,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
minefield ss tee heather grey xl,2,922.4,511.046366,411.353634,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready 3.0 ranger green 1 sz,2,13775.86,6266.61974,7509.24026,6887.93,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready 3.0 ranger green 1 sz,2,13775.86,6266.61974,7509.24026,6887.93,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready dog collar fluorscn org m,4,1793.12,991.024488,802.0955119999999,448.28,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.044444444444444446,0.7903866555759963,212
mission ready dog collar sage green l,4,1793.12,993.205528,799.9144719999999,448.28,1,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.044444444444444446,0.7903866555759963,212
mission ready dog collar sage green m,4,1793.12,993.205528,799.9144719999999,448.28,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
mission ready dog collar volcanic m,2,896.56,496.602764,399.957236,448.28,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready dog harness fluorscn org m,2,2051.72,1117.310126,934.4098739999996,1025.86,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready dog harness sage green l/x,4,4103.44,2262.076228,1841.363772,1025.86,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.044444444444444446,0.7903866555759963,212
mission ready dog harness volcanic l/xl,2,2262.06,1131.038114,1131.021886,1131.03,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
mission ready dog leash volcanic 1sz,2,1362.06,789.479844,572.580156,681.03,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
moab 10 ranger green 1 sz,2,5555.18,3047.26,2507.92,2777.59,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
moab 6 black 1sz,8,15448.24,8094.882568,7353.357432,1931.03,2,,,,17.783699750459917,2024-12-01,,,,,0.08888888888888889,1.5807733111519926,212
moab 6 kangaroo 1sz,2,3862.06,2023.72094,1838.33906,1931.03,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
moab 6 ranger green 1sz,2,3862.06,2023.720344,1838.339656,1931.03,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
"mohoc infrared (ir) camera, li-ion",2,39741.38,19211.07428,20530.30572,19870.69,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
moto cop patch black 1 sz,4,603.44,310.3236,293.11640000000006,150.86,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
moto cop patch black 1 sz,4,603.44,310.3236,293.11640000000006,150.86,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
motor cycle breeches midnight nvy 30-r,1,2285.5,2082.487776,203.0122240000001,2285.5,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.011111111111111112,0.19759666389399907,212
motor cycle breeches midnight nvy 32 s,14,31997.0,28061.428444,3935.571555999999,2285.5,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.15555555555555556,2.766353294515987,212
motor cycle breeches midnight nvy 32 s,14,31997.0,28061.428444,3935.571555999999,2285.5,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.15555555555555556,2.766353294515987,212
mountain wolf l/s tee heather grey m,2,1551.72,714.2344,837.4856,775.86,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
mountain wolf l/s tee heather grey s,2,1551.72,714.2344,837.4856,775.86,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
mpact coyote m,2,1841.38,1021.617378,819.7626220000001,920.69,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.022222222222222223,0.39519332778799815,212
mpact coyote s,2,1841.38,1029.297268,812.0827320000001,920.69,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
multitron patch grey 1sz,2,293.1,169.3464,123.75360000000003,146.55,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
mx aguila legacy patch black 1sz,12,2275.92,1224.322932,1051.597068,189.66,1,,,,17.783699750459917,2024-12-01,,,,,0.13333333333333333,2.371159966727989,212
natures overlandr ss tee pond l,2,1120.7,524.774828,595.9251720000001,560.35,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
natures overlandr ss tee pond s,2,1120.7,524.774828,595.9251720000001,560.35,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
neon legacy s/s tee black l,2,922.4,535.6124,386.7876,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
neon legacy s/s tee black l,2,922.4,535.6124,386.7876,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
neptunes navy patch brown 1sz,2,431.02,409.0026,22.01740000000001,215.51,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
no clowns patch,2,362.06,196.81832,165.24168,181.03,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
no fks given keychain green 1 sz,2,301.72,155.166,146.55400000000003,150.86,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
no fks given keychain green 1sz,4,603.44,310.332,293.10800000000006,150.86,1,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
no mercy pt-r s/s top l,2,1672.42,911.81654,760.60346,836.21,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
no mercy pt-r s/s top pacific navy s,2,2043.1,1120.407504,922.692496,1021.55,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
no mercy pt-r s/s top s,2,1672.42,978.408766,694.0112340000001,836.21,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
no mercy pt-r s/s top s,2,1672.42,978.408766,694.0112340000001,836.21,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
no mercy pt-r s/s top xl,2,1672.42,978.408766,694.0112340000001,836.21,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
no rucks given patch major brown 1sz,14,2172.38,992.411252,1179.9687479999998,155.17,2,,,,17.783699750459917,2024-12-01,,,,,0.15555555555555556,2.766353294515987,212
octo wild ones s/s tee cinder htr m,2,922.4,535.6124,386.7876,461.2,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
octo wild ones s/s tee cinder htr s,2,922.4,535.6124,386.7876,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
octo wild ones s/s tee cinder htr s,2,922.4,535.6124,386.7876,461.2,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
october 2021 potm orange 1 sz,2,517.24,275.8342,241.4058,258.62,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
offroad dreamin trucker blue 1 sz,6,3413.8,1886.482404,1527.3175960000003,568.9666666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
offroad dreamin trucker blue 1 sz,6,3413.8,1886.482404,1527.3175960000003,568.9666666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
operator 1 3/4 inch belt black 2xl,65,54666.95,54872.772435,-205.82243500000183,841.03,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.7222222222222222,12.84378315310994,212
operator 1 3/4 inch belt black 2xl,65,54666.95,54872.772435,-205.82243500000183,841.03,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.7222222222222222,12.84378315310994,212
operator 1 3/4 inch belt black 3xl,1,841.03,844.199663,-3.169663000000014,841.03,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.011111111111111112,0.19759666389399907,212
operator 1 3/4 inch belt black 3xl,1,841.03,844.199663,-3.169663000000014,841.03,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.011111111111111112,0.19759666389399907,212
operator 1 3/4 inch belt black l,589,497088.27,431002.291334,66085.97866599992,1127.9633333333334,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,6.544444444444444,116.38443503356545,212
operator 1 3/4 inch belt black l,589,497088.27,431002.291334,66085.97866599992,1127.9633333333334,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,6.544444444444444,116.38443503356545,212
operator 1 3/4 inch belt black m,634,534098.94,463914.732238,70184.20776199998,1019.53,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,7.044444444444444,125.27628490879542,212
operator 1 3/4 inch belt black s,131,110717.01,95878.13982,14838.870179999987,1021.7233333333334,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,1.4555555555555555,25.88516297011388,212
operator 1 3/4 inch belt black xl,213,179853.38999999998,155872.60691899998,23980.78308099998,1019.53,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,2.3666666666666667,42.088089409421805,212
operator 1 3/4 inch belt black xl,213,179853.38999999998,155872.60691899998,23980.78308099998,1019.53,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,2.3666666666666667,42.088089409421805,212
operator 1 3/4 inch belt kangaroo m,2,2224.14,1485.771826,738.368174,1112.07,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
operator 2.0 flex cap black l/xl,2,1344.82,747.504004,597.3159959999999,672.41,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
operator 2.0 flex cap black l/xl,2,1344.82,747.504004,597.3159959999999,672.41,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
operator 2.0 flex cap storm l/xl,2,1344.82,561.297696,783.522304,672.41,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
operator 2.0 flex cap storm m/l,4,2689.64,1412.531888,1277.108112,672.41,0,,,,17.783699750459917,2024-12-01,12.0,2.4,1.0,,0.044444444444444446,0.7903866555759963,212
optic state of mind patch grey 1sz,2,275.86,200.0634,75.79660000000001,137.93,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
original multicam m,4,2648.28,1435.886804,1212.3931960000002,662.07,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.044444444444444446,0.7903866555759963,212
original negro m,4,2648.28,1412.001236,1236.278764,662.07,0,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.044444444444444446,0.7903866555759963,212
originalâ® negro s,2,1324.14,727.94392,596.19608,662.07,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
outpost chrono storm 1 sz,1,1.0,1401.398087,-1400.398087,1.0,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.011111111111111112,0.19759666389399907,212
outpost chrono tac od 1 sz,4,9965.52,5605.592348,4359.927652,2491.38,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.044444444444444446,0.7903866555759963,212
overwatch briefcase black 1 sz,2,4362.06,2582.33401,1779.7259900000004,2181.03,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
overwatch briefcase kangaroo 1 sz,6,13086.18,6180.57927,6905.60073,2181.03,0,,,,17.783699750459917,2024-12-01,,,,,0.06666666666666667,1.1855799833639944,212
overwatch messenger black 1 sz,14,36086.26,20350.98667,15735.273330000004,2577.59,2,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.15555555555555556,2.766353294515987,212
overwatch messenger double tap 1 sz,4,10310.36,5814.56762,4495.792380000001,2577.59,0,,,,17.783699750459917,2024-12-01,9.0,1.8,1.0,,0.044444444444444446,0.7903866555759963,212
owb kydex paddle holster (optic ready),6,6398.280000000001,3747.704778,2650.5752220000004,1066.38,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.06666666666666667,1.1855799833639944,212
p.pistola beretta px4 der n-2 t. paleta,2,1318.96,712.8,606.1600000000001,659.48,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
p.pistola glock 17/19/22 der n-2 a.bajo,2,805.86,672.0,133.86,402.93,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
p.pistola glock 17/19/22 der n-2 t.pa cy,4,2586.2,1505.6,1080.6,646.55,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
p.pistola jericho 941pl der n-2 a.bajo,2,1344.82,739.2,605.6199999999999,672.41,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
p.pistola jericho941pl der n-2 t.paleta,2,1301.72,712.8,588.9200000000001,650.86,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
packable jacket black l,2,2772.42,1375.45622,1396.96378,1386.21,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket black l,2,2772.42,1375.45622,1396.96378,1386.21,0,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket black m,4,5151.74,2889.530756,2262.209244,1287.935,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.044444444444444446,0.7903866555759963,212
packable jacket black m,4,5151.74,2889.530756,2262.209244,1287.935,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
packable jacket black s,8,9910.38,5657.207376,4253.172624000001,1255.1766666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
packable jacket black s,8,9910.38,5657.207376,4253.172624000001,1255.1766666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
packable jacket black s,8,9910.38,5657.207376,4253.172624000001,1255.1766666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
packable jacket black s,8,9910.38,5657.207376,4253.172624000001,1255.1766666666667,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
packable jacket black xl,2,2772.42,1408.114962,1364.305038,1386.21,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket black xl,2,2772.42,1408.114962,1364.305038,1386.21,0,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket black xs,4,5151.72,2396.4043,2755.3157,1287.93,1,,,,17.783699750459917,2024-12-01,13.0,2.6,1.0,,0.044444444444444446,0.7903866555759963,212
packable jacket dark navy l,2,2379.32,1408.114962,971.205038,1189.66,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket dark navy l,2,2379.32,1408.114962,971.205038,1189.66,1,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket dark navy m,4,4758.6,2594.279164,2164.3208360000003,1189.65,2,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.044444444444444446,0.7903866555759963,212
packable jacket dark navy s,2,2379.32,1444.799336,934.520664,1189.66,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket sheriff grn m,2,2379.3,1084.813272,1294.486728,1189.65,1,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.022222222222222223,0.39519332778799815,212
packable jacket sheriff grn s,4,4758.6,2309.926188,2448.6738120000005,1189.65,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.044444444444444446,0.7903866555759963,212
packable pocket blanket ranger green 1sz,2,3793.1,2195.548274,1597.5517259999997,1896.55,0,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
pancho villa tee ranger green m,4,2379.32,1293.77582,1085.54418,594.83,1,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.044444444444444446,0.7903866555759963,212
pancho villa tee ranger green xl,2,1189.66,646.856496,542.8035040000001,594.83,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
"paraframe i,cp,se,ti gry,clp,e 3/12,par",2,1689.64,940.728766,748.9112340000001,844.82,0,,,,17.783699750459917,2024-12-01,9.0,1.8,1.0,,0.022222222222222223,0.39519332778799815,212
"paraframe mini,tanto,pe,ss,e3/12,para m",2,775.86,434.193024,341.66697600000003,387.93,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
pathfinder kangaroo 1 sz,2,4293.1,2156.00693,2137.0930700000004,2146.55,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
pathfinder kangaroo 1 sz,2,4293.1,2156.00693,2137.0930700000004,2146.55,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
pawprint locker keyrack,2,368.96,202.614968,166.34503199999995,184.48,0,12.0,10131.0,11888.0,17.0,2024-03-11,2.0,0.4,1.0,,0.022222222222222223,0.37777777777777777,477
peacemakers l/s tee navy l,2,1551.72,714.2344,837.4856,775.86,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
