normalized_description,pred_cantidad,pred_dias
stryke pant w/flex-tac tm bat brn 34 32,0.39640823,212.00006
stryke pant w/flex-tac tm battle brown 3,1.1847556,212.00006
stryke pant w/flex-tac tm battle brown 3,1.1847556,212.00006
stryke pant w/flex-tac tm battle brown 3,1.1847556,212.00006
stryke pant w/flex-tac tm black 30 30,0.39640823,212.00006
stryke pant w/flex-tac tm black 30 30,0.39640823,212.00006
stryke pant w/flex-tac tm black 30 32,0.39640823,212.00006
stryke pant w/flex-tac tm black 30 32,0.39640823,212.00006
stryke pant w/flex-tac tm black 32 30,0.39640823,212.00006
stryke pant w/flex-tac tm black 34 32,0.39640823,212.00006
stryke pant w/flex-tac tm black 34 32,0.39640823,212.00006
stryke shirt dark navy s,1.1847556,212.00006
stryke shirt khaki l,0.20677088,212.00006
stryke shirt ranger green l,0.39640823,212.00006
stryke pant w/flex-tac tm drk nvy 34 32,0.78996116,212.00006
stryke pant w/flex-tac tm drk nvy 36 32,0.78996116,212.00006
stryke pant w/flex-tac tm drk nvy 40 32,0.39640823,212.00006
stryke pant w/flex-tac tm drk nvy 40 32,0.39640823,212.00006
stryke pant w/flex-tac tm khaki 34 30,0.39640823,212.00006
stryke pant w/flex-tac tm khaki 34 32,0.39640823,212.00006
stryke pant w/flex-tac tm khaki 34 32,0.39640823,212.00006
stryke pant w/flex-tac tm khaki 36 32,0.39640823,212.00006
stryke pant w/flex-tac tm khaki 36 32,0.39640823,212.00006
stryke pant w/flex-tac tm rngr grn 34 32,0.39640823,212.00006
stryke pant w/flex-tac tm stone 32 30,0.39640823,212.00006
stryke pant w/flex-tac tm stone 34 30,0.39640823,212.00006
stryke pant w/flex-tac tm stone 36 32,0.39640823,212.00006
sweet beat patch blue 1 sz,0.39640823,212.00006
sweet beat patch blue 1 sz,0.39640823,212.00006
switch-black body white/ir leds dual,0.78996116,212.00006
stryke pant w/flex-tac tm tdu grn 34 30,0.78996116,212.00006
stryke pant w/flex-tac tm tdu grn 34 32,1.5797422,212.00006
stryke pant w/flex-tac tm tdu grn 36 32,1.5797422,212.00006
stryke pant w/flex-tac tm tundra 32 30,0.39640823,212.00006
stryke pant w/flex-tac tm tundra 36 32,0.39640823,212.00006
stryke pant w/flex-tac tm tundra 36 32,0.39640823,212.00006
stryke shirt black l,0.9880135,212.00006
stryke shirt black m,0.78996116,212.00006
stryke shirt black s,0.39640823,212.00006
stryke shirt dark navy l,1.1847556,212.00006
stryke shirt dark navy l,1.1847556,212.00006
stryke shirt dark navy m,1.9727893,212.00006
stryke shirt dark navy m,1.9727893,212.00006
taclite pro l/s shirt dark navy s,0.78996116,212.00006
taclite pro l/s shirt storm l,0.39640823,212.00006
taclite pro l/s shirt storm l,0.39640823,212.00006
stryke shirt ranger green m,0.78996116,212.00006
stryke shirt ranger green s,0.39640823,212.00006
stryke shirt storm l,0.78996116,212.00006
stryke shirt tdu green m,0.39640823,212.00006
stryke shirt tdu green s,0.39640823,212.00006
stryke shirt tdu green s,0.39640823,212.00006
stryke shirt tundra l,0.78996116,212.00006
stryke shirt tundra s,0.39640823,212.00006
stryke tdu pant mcm multicam 30 30,0.78996116,212.00006
stryke tdu pant mcm multicam 36 32,0.39640823,212.00006
super hornet patch blue 1sz,0.78996116,212.00006
"suspension nxt,nn,slvr,clp,e3/12,mpt945",0.78996116,212.00006
sw100 esposas de manos smith & wesson,4.7659945,212.00006
taclite pro l/s shirt white m,0.39640823,212.00006
taclite pro l/s shirt white m,0.39640823,212.00006
taclite pro l/s shirt white s,5.154105,212.00006
taclite pro l/s shirt battle brown m,0.39640823,212.00006
taclite pro l/s shirt black l,0.39640823,212.00006
taclite pro l/s shirt black l,0.39640823,212.00006
taclite pro l/s shirt black m,0.20677088,212.00006
taclite pro l/s shirt black m,0.20677088,212.00006
taclite pro l/s shirt black s,0.39640823,212.00006
taclite pro l/s shirt coyote m,0.59231013,212.00006
taclite pro l/s shirt coyote s,0.39640823,212.00006
taclite pro l/s shirt coyote s,0.39640823,212.00006
taclite pro l/s shirt dark navy 2xl,0.59231013,212.00006
taclite pro l/s shirt dark navy 3xl,0.39640823,212.00006
taclite pro l/s shirt dark navy m,0.78996116,212.00006
taclite pro l/s shirt dark navy m,0.78996116,212.00006
taclite pro s/s shirt tdu green s,0.39640823,212.00006
taclite pro s/s shirt tdu green s,0.39640823,212.00006
taclite pro s/s shirt tdu green s,0.39640823,212.00006
taclite pro s/s shirt tdu khaki l,0.39640823,212.00006
taclite pro s/s shirt tdu khaki l,0.39640823,212.00006
taclite pro l/s shirt storm m,0.39640823,212.00006
taclite pro l/s shirt storm m,0.39640823,212.00006
taclite pro l/s shirt storm s,0.39640823,212.00006
taclite pro l/s shirt storm s,0.39640823,212.00006
taclite pro l/s shirt tdu green xl,0.39640823,212.00006
taclite pro l/s shirt tdu green xl,0.39640823,212.00006
taclite pro l/s shirt tundra s,0.39640823,212.00006
taclite pro l/s shirt white 2xl,1.1847556,212.00006
taclite pro l/s shirt white 2xl,1.1847556,212.00006
taclite pro l/s shirt white l,5.7250423,212.00006
taclite pro l/s shirt white l,5.723685,212.00006
taclite uniform cap black 1sz,1.1847556,212.00006
taclite uniform cap dark navy 1sz,29.647955,212.00006
taclite uniform cap tdu khaki 1 sz,0.39640823,212.00006
taclite uniform cap tdu khaki 1 sz,0.39640823,212.00006
taco gnome patch multi 1sz,0.39640823,212.00006
taclite pro l/s shirt white s,5.1527476,212.00006
taclite pro l/s shirt white xl,2.7677722,212.00006
taclite pro l/s shirt white xl,2.7664149,212.00006
taclite pro s/s shirt black l,0.39640823,212.00006
taclite pro s/s shirt black l,0.39640823,212.00006
taclite pro s/s shirt black l,0.39640823,212.00006
taclite pro s/s shirt charcoal s,0.39640823,212.00006
taclite pro s/s shirt charcoal s,0.39640823,212.00006
taclite pro s/s shirt charcoal s,0.39640823,212.00006
taclite pro s/s shirt dark navy s,0.39640823,212.00006
taclite pro s/s shirt dark navy s,0.39640823,212.00006
tclt pdu a-cl pant midnight navy 34,170.90695,212.00006
tclt pdu a-cl pant midnight navy 38,46.25017,212.00006
tclt pdu a-cl pant midnight navy 40,13.025792,212.00006
tclt pdu a-cl pant midnight navy 42,7.906281,212.00006
tclt pdu a-cl pant midnight nvy 32,159.61539,212.00006
tclt pdu a-cl pant midnight nvy 32,159.61539,212.00006
taclite pro s/s shirt tdu khaki m,0.39640823,212.00006
taclite pro s/s shirt tdu khaki m,0.39640823,212.00006
taclite pro s/s shirt tdu khaki s,0.39640823,212.00006
taclite pro s/s shirt tdu khaki s,0.39640823,212.00006
taclite pro s/s shirt white 2xl,0.39640823,212.00006
taclite pro s/s shirt white 2xl,0.39640823,212.00006
taclite pro s/s shirt white l,1.5797422,212.00006
taclite pro s/s shirt white l,1.5797422,212.00006
taclite pro s/s shirt white l,1.5797422,212.00006
taclite tdu pant dark navy m r,0.39640823,212.00006
tclt pdu l/s b-cl shirt midnight nvy l r,59.675377,212.00006
tclt pdu l/s b-cl shirt midnight nvy l r,59.675377,212.00006
tclt pdu l/s b-cl shirt midnight nvy m r,150.9679,212.00006
tclt pdu l/s b-cl shirt midnight nvy m r,150.94977,212.00006
tclt pdu l/s b-cl shirt midnight nvy m r,150.94977,212.00006
tclt pdu l/s b-cl shirt midnight nvy s r,57.890022,212.00006
tactec plate carrier black 1 sz,3.289026,212.00006
tactec plate carrier dark navy 1 sz,0.20677088,212.00006
tactec plate carrier mcm multicam 1 sz,0.78996116,212.00006
tactec plate carrier mcm multicam 1 sz,0.78996116,212.00006
tactec plate carrier ranger green 1 sz,0.59231013,212.00006
tactec plate carrier ranger green 1 sz,0.59231013,212.00006
tactec plate carrier storm 1 sz,0.20677088,212.00006
tactl chihuahua s/s tee navy l,0.78996116,212.00006
tbl mission s/s tee heather grey m,0.39640823,212.00006
tclt pdu a-cl pant midnight navy 30,75.6806,212.00006
tclt pdu s/s b-cl shirt midnight nvy l r,56.719364,212.00006
tclt pdu s/s b-cl shirt midnight nvy m r,141.26175,212.00006
tclt pdu s/s b-cl shirt midnight nvy m r,141.24362,212.00006
tclt pdu s/s b-cl shirt midnight nvy m r,141.24362,212.00006
tclt pdu s/s b-cl shirt midnight nvy m s,0.9880135,212.00006
tclt pdu s/s b-cl shirt midnight nvy m s,0.9880135,212.00006
tclt pdu a-cl pant midnight nvy 36,98.58847,212.00006
tclt pdu a-cl pant midnight nvy 36,98.58761,212.00006
tclt pdu a-cl pant midnight nvy 44,3.289026,212.00006
tclt pdu a-cl pant midnight nvy 44,3.289026,212.00006
tclt pdu a-cl pant midnight nvy 46,1.9727893,212.00006
tclt pdu a-cl pant midnight nvy 46,1.9727893,212.00006
tclt pdu a-cl pant midnight nvy 48,1.1847556,212.00006
tclt pdu l/s b-cl shirt midnight nvy 2xl,3.289026,212.00006
tclt pdu l/s b-cl shirt midnight nvy 3xl,1.3821095,212.00006
tclt pdu l/s b-cl shirt midnight nvy l r,59.673283,212.00006
tdu 1 1/2 inch belt black s,0.39640823,212.00006
tdu 1 1/2 inch belt black xl,0.39640823,212.00006
tdu 1 1/2 inch belt black xl,0.39640823,212.00006
tdu 1 1/2 inch belt kangaroo l,0.9880135,212.00006
tdu 1 1/2 inch belt kangaroo s,1.1847556,212.00006
tdu 1 1/2 inch belt kangaroo xl,0.78996116,212.00006
tclt pdu l/s b-cl shirt midnight nvy xl,19.150251,212.00006
tclt pdu s/s b-cl shirt midn nvy 2xl r,1.9727893,212.00006
tclt pdu s/s b-cl shirt midn nvy 3xl t,1.3821095,212.00006
tclt pdu s/s b-cl shirt midn nvy 3xl t,1.3821095,212.00006
tclt pdu s/s b-cl shirt midn nvy xl r,3.983103,212.00006
tclt pdu s/s b-cl shirt midnight nvy 2xl,1.3821095,212.00006
tclt pdu s/s b-cl shirt midnight nvy 2xl,1.3821095,212.00006
tclt pdu s/s b-cl shirt midnight nvy l r,56.719364,212.00006
tclt pdu s/s b-cl shirt midnight nvy l r,56.719364,212.00006
tclt pdu s/s b-cl shirt midnight nvy l r,56.719364,212.00006
train strong tee charcoal htr l,0.39640823,212.00006
trainer 1 1/2 inch belt black l,0.39640823,212.00006
trainer 1 1/2 inch belt black l,0.39640823,212.00006
trainer 1 1/2 inch belt black m,0.39640823,212.00006
trainer 1 1/2 inch belt black xl,0.39640823,212.00006
trainer 1 1/2 inch belt coyote xl,0.39640823,212.00006
tclt pdu s/s b-cl shirt midnight nvy m-s,4.3719864,212.00006
tclt pdu s/s b-cl shirt midnight nvy m-s,4.3719864,212.00006
tclt pdu s/s b-cl shirt midnight nvy s r,55.46753,212.00006
tclt pdu s/s b-cl shirt midnight nvy s r,55.48168,212.00006
tclt pdu s/s b-cl shirt midnight nvy s r,55.48168,212.00006
tclt pdu s/s b-cl shirt midnight nvy xl,14.239654,212.00006
tclt pdu s/s b-cl shirt midnight nvy xl,14.239654,212.00006
tdu 1 1/2 inch belt black 2xl,0.78996116,212.00006
tdu 1 1/2 inch belt black l,0.59231013,212.00006
tdu 1 1/2 inch belt black m,0.39640823,212.00006
tropos baselayer tight black m,0.39640823,212.00006
ucr thigh rig black 1 sz,0.39640823,212.00006
"ultimate,fb,se,grn,e3/12,knf1175,ultima",0.39640823,212.00006
"ultimate,fb,se,grn,e3/12,knf1175,ultima",0.39640823,212.00006
uniform hat - adjustable black 1 sz,1.5784949,212.00006
uniform hat - adjustable black 1 sz,1.5784949,212.00006
tdu 1 3/4 inch belt black l,0.78996116,212.00006
tdu 1 3/4 inch belt black m,0.9880135,212.00006
tdu 1 3/4 inch belt black xl,0.78996116,212.00006
tdu 1 3/4 inch belt kangaroo l,0.39640823,212.00006
tdu 1 3/4 inch belt kangaroo m,0.59231013,212.00006
tlr-6 without laser (glockâ® 26/27/33) wi,0.78996116,212.00006
tracker bifold 2.0 blk multicam 1sz,0.39640823,212.00006
train strong tee charcoal htr l,0.39640823,212.00006
utili-t 3pk s/s t black m,0.39640823,212.00006
utili-t 3pk s/s t black m 1pk,150.1675,212.00006
utili-t 3pk s/s t black s,0.78996116,212.00006
utili-t 3pk s/s t black s 1pk,130.40181,212.00006
utili-t 3pk s/s t black s 1pk,130.40181,212.00006
utili-t 3pk s/s t black xl 1pk,7.512441,212.00006
trainer 1 1/2 inch belt coyote xl,0.39640823,212.00006
triblend legacy s/s tee black htr m,0.39640823,212.00006
triblend legacy s/s tee black htr m,0.39640823,212.00006
triblend legacy s/s tee black htr xl,0.39640823,212.00006
triblend legacy s/s tee black htr xl,0.39640823,212.00006
tropical lockup ss tee black s,0.39640823,212.00006
tropical lockup ss tee pond l,0.78996116,212.00006
tropical lockup ss tee pond l,0.78996116,212.00006
tropos baselayer l/s top black m,0.39640823,212.00006
tropos baselayer l/s top black s,0.39640823,212.00006
vector cuerdaâ  12.5mm x 100 mt color neg,0.9880135,212.00006
vent-tac hat black l/xl,1.1847556,212.00006
vent-tac hat black s/m,1.1847556,212.00006
vent-tac hat green l/xl,0.39640823,212.00006
vent-tac hat green m/l,1.1847556,212.00006
vent-tac hat kangaroo l/xl,1.1847556,212.00006
uniform hat - adjustable black 1sz,6.3238034,212.00006
uniform hat - adjustable dark navy 1 sz,0.39640823,212.00006
uniform hat - adjustable dark navy 1 sz,0.39640823,212.00006
uniform hat - adjustable dark navy 1sz,806.1645,212.00006
usa flag ftg patch fatigue 1sz,0.39640823,212.00006
utili-t 3pk s/s t black 2xl 1pk,2.6018977,212.00006
utili-t 3pk s/s t black 3xl 1pk,1.7713989,212.00006
utili-t 3pk s/s t black l,1.5797422,212.00006
utili-t 3pk s/s t black l 1pk,48.261726,212.00006
watch jacket ranger green m,0.39640823,212.00006
we never miss l/s tee black m,0.39640823,212.00006
wm abr pro pant dark navy 10 r,0.39640823,212.00006
wm abr pro pant dark navy 10 r,0.39640823,212.00006
wm abr pro pant dark navy 2 r,0.39640823,212.00006
wm abr pro pant dark navy 8 r,0.39640823,212.00006
utili-t 3pk s/s t dark navy m,0.39640823,212.00006
utili-t 3pk s/s t dark navy s,0.20677088,212.00006
utili-t 3pk s/s t dark navy xl,0.20677088,212.00006
utili-t 3pk s/s t white l,0.39640823,212.00006
utili-t 3pk s/s t white m,0.39640823,212.00006
utili-t 3pk s/s t white s,0.39640823,212.00006
utility s/s polo academy blue m,0.39640823,212.00006
utility s/s polo academy blue m,0.39640823,212.00006
v.xi xtu mc pant multicam 30 30,0.39640823,212.00006
v.xi xtu mc pant multicam 32 32,0.39640823,212.00006
wm always ready s/s tee blue m,0.39640823,212.00006
wm always ready s/s tee blue m,0.39640823,212.00006
wm battle tested ss tee black l,0.78996116,212.00006
wm battle tested ss tee black l,0.78996116,212.00006
wm battle tested ss tee black m,0.78996116,212.00006
wm battle tested ss tee black xl,0.39640823,212.00006
wm battle tested ss tee black xl,0.39640823,212.00006
vent-tac hat kangaroo m/l,1.5784949,212.00006
vent-tac hat turbulence l/xl,0.39640823,212.00006
vent-tac hat turbulence m/l,0.39640823,212.00006
viva mãxico keychain black 1sz,1.5784949,212.00006
vulture patch brown 1sz,0.39640823,212.00006
w stryke pdu twl ls cl a unif whte s r,0.20677088,212.00006
wake n w bacon patch brown 1 sz,0.39640823,212.00006
wake n with bacon s/s tee black l,0.78996116,212.00006
wake n with bacon s/s tee black l,0.78996116,212.00006
wm fast-tac l/s shirt dark navy xs,1.5797422,212.00006
wm fast-tac l/s shirt uniform whte l,0.39640823,212.00006
wm l/s taclite shirt black s,0.39640823,212.00006
wm l/s taclite shirt black s,0.39640823,212.00006
wm l/s taclite shirt dark navy l,0.39640823,212.00006
wm l/s taclite shirt dark navy l,0.39640823,212.00006
wm l/s taclite shirt dark navy s,0.78996116,212.00006
wm abr pro pant kangaroo 8 r,0.39640823,212.00006
wm abr pro pant khaki 10 r,0.59231013,212.00006
wm abr pro pant khaki 10 r,0.59231013,212.00006
wm abr pro pant khaki 6 r,0.39640823,212.00006
wm abr pro pant khaki 8 r,0.39640823,212.00006
wm abr pro pant ranger green 10 r,0.20677088,212.00006
wm abr pro pant ranger green 8 r,0.39640823,212.00006
wm abr pro pant ranger green 8 r,0.39640823,212.00006
wm always ready s/s tee blue l,0.39640823,212.00006
wm professional s/s polo dark navy s,14.413479,212.00006
wm professional s/s polo dark navy s,14.413479,212.00006
wm ripstop tdu pant dark navy 10 r,14.239654,212.00006
wm ripstop tdu pant dark navy 10 r,14.239654,212.00006
wm ripstop tdu pant dark navy 12 r,11.46246,212.00006
wm ripstop tdu pant dark navy 12 r,11.46246,212.00006
wm ripstop tdu pant dark navy 14 r,4.9596214,212.00006
wm camo crest ss tee black s,0.39640823,212.00006
wm camo crest ss tee black xs,0.39640823,212.00006
wm camo crest ss tee marshmallow xs,0.39640823,212.00006
wm cascadia wndbrker vest,0.39640823,212.00006
wm club ruck s/s tee black m,0.39640823,212.00006
wm club ruck s/s tee black s,0.39640823,212.00006
wm fast-tac l/s shirt dark navy xs,1.5797422,212.00006
wm fast-tac l/s shirt dark navy xs,1.5797422,212.00006
wm fast-tac l/s shirt dark navy xs,1.5797422,212.00006
wm tclt pdu a-class pant midnight nvy 10,29.21136,212.00006
wm tclt pdu a-class pant midnight nvy 10,29.21136,212.00006
wm tclt pdu a-class pant midnight nvy 12,29.686079,212.00006
wm tclt pdu a-class pant midnight nvy 12,29.683983,212.00006
wm tclt pdu a-class pant midnight nvy 14,13.285468,212.00006
wm tclt pdu a-class pant midnight nvy 14,13.285468,212.00006
wm tclt pdu a-class pant midnight nvy 14,13.285468,212.00006
wm l/s taclite shirt dark navy s,0.78996116,212.00006
wm marksman ls,0.39640823,212.00006
wm neon legacy s/s tee black l,0.39640823,212.00006
wm neon legacy s/s tee black m,0.39640823,212.00006
wm pdu s/s a-cl twl shirt midn nvy xs r,0.39640823,212.00006
wm professional s/s polo dark navy l,0.39640823,212.00006
wm professional s/s polo dark navy l,0.39640823,212.00006
wm professional s/s polo dark navy m,7.710916,212.00006
wm professional s/s polo dark navy m,7.710916,212.00006
wm tclt pdu a-class pant midnight nvy 20,1.5797422,212.00006
wm tclt pdu a-class pant midnight nvy 20,1.5797422,212.00006
wm tclt pdu a-class pant midnight nvy 4,33.58414,212.00006
wm tclt pdu a-class pant midnight nvy 4,33.586235,212.00006
wm tclt pdu a-class pant midnight nvy 4,33.586235,212.00006
wm tclt pdu a-class pant midnight nvy 6,34.963303,212.00006
wm tclt pdu a-class pant midnight nvy 6,34.963303,212.00006
wm ripstop tdu pant dark navy 14 r,4.9596214,212.00006
wm ripstop tdu pant dark navy 4 l,0.20677088,212.00006
wm ripstop tdu pant dark navy 4 r,0.9880135,212.00006
wm ripstop tdu pant dark navy 8 r,9.288743,212.00006
wm ripstop tdu pant dark navy 8 r,9.288743,212.00006
wm stryke pant black 10 r,0.39640823,212.00006
wm stryke pant black 10 r,0.39640823,212.00006
wm stryke pant black 4 r,0.39640823,212.00006
wm tclt pdu a-class pant midnight nvy 10,29.209265,212.00006
5.11 a/t 8 dark coyote 11 r,0.39640823,212.00006
5.11 a/t 8 dark coyote 11.5 r,8.49825,212.00006
5.11 a/t 8 dark coyote 11.5 r,8.49825,212.00006
5.11 a/t 8 dark coyote 5 r,1.1847556,212.00006
5.11 a/t 8 dark coyote 6 r,0.78996116,212.00006
5.11 a/t 8 dark coyote 6.5 r,7.122532,212.00006
5.11 a/t 8 dark coyote 6.5 r,7.122532,212.00006
wm tclt pdu a-class pant midnight nvy 16,18.355118,212.00006
wm tclt pdu a-class pant midnight nvy 16,18.355118,212.00006
wm tclt pdu a-class pant midnight nvy 16,18.355118,212.00006
wm tclt pdu a-class pant midnight nvy 18,7.513688,212.00006
wm tclt pdu a-class pant midnight nvy 18,7.513688,212.00006
wm tclt pdu a-class pant midnight nvy 2,21.144083,212.00006
wm tclt pdu a-class pant midnight nvy 2,21.144083,212.00006
wm tclt pdu a-class pant midnight nvy 2,21.144083,212.00006
wm tclt pdu a-class pant midnight nvy 2,21.144083,212.00006
zero quit ruck s/s tee military grn l,0.39640823,212.00006
1.5in low pro tdu belt black m,0.78996116,212.00006
1.5in low pro tdu belt black m,0.78996116,212.00006
1.5in low pro tdu belt kangaroo m,0.39640823,212.00006
2 banger double tap 1 sz,0.78996116,212.00006
2 banger double tap 1sz,5.540643,212.00006
28 single rifle case black 1sz,0.39640823,212.00006
3 pack pt ankle sock black l,0.39640823,212.00006
3 pack pt ankle sock white l,0.39640823,212.00006
5.11 a/t 6 dark coyote 10 r,0.39640823,212.00006
5.11 a/t 6 dark coyote 7 r,0.39640823,212.00006
5.11 a/t 6 dark coyote 7.5 r,0.39640823,212.00006
5.11 a/t 6 sz black 5 r,6.130879,212.00006
5.11 a/t 6 sz black 5 r,6.130879,212.00006
5.11 a/t 6 sz black 6 r,15.615149,212.00006
tracker bifold 2.0,0.41976643,222.03487
rush24 2.0 backpack,12.155068,227.95581
speed 4.0 8 ar670-1,0.9880135,227.96059
double duty tdu belt 1.75,2.714578,227.97694
double duty tdu belt 1.75,2.714578,227.97694
enduro pro usb ind,0.98814356,231.59486
universal kydex holster,1.6229941,248.99995
tlr-7x usb,1.9036766,354.93845
marksman s/s shirt,0.40137115,360.84073
"carabiner, ps auto red, cmc",0.3817067,472.4243
keyrack steel s biner black,0.76568526,476.70312
steelie squeeze vent kit,0.76568526,476.7452
doohickey clipkey key tool black,0.38361484,476.96707
keyrack steel s biner stainless,0.38361484,476.96707
pawprint locker keyrack,0.38361484,476.96707
"polytac x usb, blk bo",0.46913764,513.62305
