Id Referencia,Descripcion producto,CANTIDAD,COSTO UNITARIO PROVEEDOR USD,COSTO UNITARIO PROVEEDRO MXN,GASTOS DE IMPORTACION TOTALES MXN,GASTOS ARANCELARIOS MXN,GASTOS LOGISTICOS MXN,COSTO TOTAL EN MEX,COSTO UNITARIO EN MEX,MARCA,CATEGORIA,% ARANCEL,% LOGISTICO,Date,Actual Delivery Date
4-0152-0015,StingerHawk-Rg-Blk 3L-Clr/Smk/Yel,4,68.8,1324.06,941.67,535.42,406.25,6237.92,1559.48,REVISION,LENTES,0.10,0.08,8/19/2024,8/30/2024
4-0152-0021,StingerHawk-Rg-Blk 3L-Clr/Smk/Ver,4,68.8,1324.06,941.67,535.42,406.25,6237.92,1559.48,REVISION,LENTES,0.10,0.08,8/19/2024,8/30/2024
4-0152-0025,StingerHawk-Rg-Blk 2L-Clr/Smk,6,55.1,1060.68,1131.52,643.37,488.15,7495.57,1249.26,REVISION,LENTES,0.10,0.08,8/19/2024,8/30/2024
76369-186-L,PANCHO VILLA TEE,12,12.4,233.71,1076.74,722.92,353.82,3881.29,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
76369-186-M,PANCHO VILLA TEE,12,12.4,233.71,1076.74,722.92,353.82,3881.29,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
76369-186-S,PANCHO VILLA TEE,4,12.4,233.71,358.91,240.97,117.94,1293.76,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
76369-186-XL,PANCHO VILLA TEE,4,12.4,233.71,358.91,240.97,117.94,1293.76,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
92695-999-1SZ,MACHETE CINCO ONCE,2,4.4,82.93,20.92,0.00,20.92,186.79,93.39,5.11,PARCHES,0.00,0.13,8/7/2024,8/26/2024
92696-999-1SZ,PANCHO VILLA PATCH,2,4.4,82.93,38.20,17.27,20.92,204.06,102.03,5.11,PARCHES,0.10,0.13,8/7/2024,8/26/2024
92698-999-1SZ,CHIPOTE KEYCHAIN,6,4.4,82.93,62.77,0.00,62.77,560.36,93.39,5.11,PARCHES,0.00,0.13,8/7/2024,8/26/2024
41278-019-L,CALACUERNO TEE,4,12.4,233.71,358.91,240.97,117.94,1293.76,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
41278-019-M,CALACUERNO TEE,5,12.4,233.71,448.64,301.22,147.42,1617.20,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
41278-019-S,CALACUERNO TEE,4,12.4,233.71,358.91,240.97,117.94,1293.76,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
41278-019-XL,CALACUERNO TEE,3,12.4,233.71,269.18,180.73,88.45,970.32,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
41278-019-XS,CALACUERNO TEE,2,12.4,233.71,179.46,120.49,58.97,646.88,323.44,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
92706-999-1SZ,AXOLOTL PATCH,25,4.4,82.93,477.47,215.91,261.56,2550.73,102.03,5.11,PARCHES,0.10,0.13,8/7/2024,8/26/2024
92707-999-1SZ,CHEVE CLARA PATCH,25,4.4,82.93,261.56,0.00,261.56,2334.82,93.39,5.11,PARCHES,0.00,0.13,8/7/2024,8/26/2024
92710-999-1SZ,MX AGUILA LEGACY PATCH,25,4.4,82.93,477.47,215.91,261.56,2550.73,102.03,5.11,PARCHES,0.10,0.13,8/7/2024,8/26/2024
92711-999-1SZ,CALACUERNO PATCH,25,4.4,82.93,261.56,0.00,261.56,2334.82,93.39,5.11,PARCHES,0.00,0.13,8/7/2024,8/26/2024
92712-999-1SZ,VIVA MÉXICO KEYCHAIN,25,4.4,82.93,477.47,215.91,261.56,2550.73,102.03,5.11,PARCHES,0.10,0.13,8/7/2024,8/26/2024
92713-999-1SZ,QUETZALAVERA PATCH,25,4.4,82.93,261.56,0.00,261.56,2334.82,93.39,5.11,PARCHES,0.00,0.13,8/7/2024,8/26/2024
72534A-019-2XL-R,JOB SHIRT 1/4 ZIP 2.0,20,36.8,693.60,5325.79,3575.73,1750.07,19197.77,959.89,5.11,CHAMARRAS,0.25,0.13,8/7/2024,8/26/2024
72534AB-019-XL-R,JOB SHIRT 1/4 ZIP 2.0,46,36.8,693.60,12249.33,8224.17,4025.15,44154.88,959.89,5.11,CHAMARRAS,0.25,0.13,8/7/2024,8/26/2024
12440-106-4-R,5.11 A/T 6,4,79.2,1492.75,2930.81,2177.52,753.29,8901.79,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12440-106-5-R,5.11 A/T 6,13,79.2,1492.75,9525.13,7076.94,2448.19,28930.82,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12440-106-6.5-R,5.11 A/T 6,5,79.2,1492.75,3663.51,2721.90,941.61,11127.24,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12440-106-6-R,5.11 A/T 6,5,79.2,1492.75,3663.51,2721.90,941.61,11127.24,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12440-106-7.5-W,5.11 A/T 6,6,79.2,1492.75,4396.21,3266.28,1129.93,13352.69,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12440-106-7-W,5.11 A/T 6,1,79.2,1492.75,732.70,544.38,188.32,2225.45,2225.45,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12395ABR-106-5-R,ATAC 2.0 6 SZ DESERT,2,58.4,1100.71,1080.55,802.82,277.73,3281.97,1640.99,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12395A-106-7.5-R,ATAC 2.0 6 SZ DESERT,8,58.4,1100.71,4322.20,3211.29,1110.91,13127.89,1640.99,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12395ABR-106-7-R,ATAC 2.0 6 SZ DESERT,14,58.4,1100.71,7563.85,5619.76,1944.09,22973.82,1640.99,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12422-106-4-R,5.11 A/T 8,5,81.6,1537.98,3774.53,2804.38,970.15,11464.43,2292.89,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12422-106-5-R,5.11 A/T 8,10,81.6,1537.98,7549.05,5608.76,1940.29,22928.86,2292.89,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12422-106-6-R,5.11 A/T 8,5,81.6,1537.98,3774.53,2804.38,970.15,11464.43,2292.89,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12430-019-4-R,5.11 A/T MID,2,71.6,1349.69,1324.97,984.42,340.55,4024.35,2012.18,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12430-019-6-R,5.11 A/T MID,18,71.6,1349.69,11924.73,8859.78,3064.95,36219.16,2012.18,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12430-019-7.5-R,5.11 A/T MID,4,71.6,1349.69,2649.94,1968.84,681.10,8048.70,2012.18,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
12439ABR-019-6-R,5.11 A/T 6 SZ,12,76.8,1448.11,8529.50,6337.21,2192.29,25906.80,2158.90,5.11,CALZADO,0.35,0.13,8/7/2024,8/26/2024
71175ABR-010-L,TACLITE PRO S/S SHIRT,6,38.0,716.22,1649.84,1107.70,542.14,5947.14,991.19,5.11,CAMISAS,0.25,0.13,8/7/2024,8/26/2024
72175ABR-010-2XL,TACLITE PRO L/S SHIRT,2,32.9,620.66,476.57,319.97,156.60,1717.89,858.94,5.11,CAMISAS,0.25,0.13,8/7/2024,8/26/2024
42056-010-M,PROFESSIONAL L/S POLO,5,28.8,542.82,1042.00,699.60,342.40,3756.09,751.22,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
71049-010-M,PERFORMANCE S/S POLO,5,25.2,474.96,911.75,612.15,299.60,3286.58,657.32,5.11,PLAYERAS,0.25,0.13,8/7/2024,8/26/2024
48026ABR-019-XL,BIG HORN JACKET,3,47.4,893.39,1036.27,698.14,338.12,3716.42,1238.81,5.11,CHAMARRAS,0.25,0.13,8/7/2024,8/26/2024
