Id Referencia,Descripcion producto,CANTIDAD,COSTO UNITARIO PROVEEDOR USD,COSTO UNITARIO PROVEEDRO MXN,GASTOS DE IMPORTACION TOTALES MXN,GASTOS ARANCELARIOS MXN,GASTOS LOGISTICOS MXN,COSTO TOTAL EN MEX,COSTO UNITARIO EN MEX,MARCA,CATEGORIA,% ARANCEL,% LOGISTICO,Date,Actual Delivery Date
41195YD-728-M,TACTL CHIHUAHUA S/S TEE,1,6.9,128.88,43.78,32.51,11.27,172.65,172.65,5.11,PLAYERAS,0.25,0.09,7/22/2024,8/5/2024
41195YD-728-XL,TACTL CHIHUAHUA S/S TEE,1,6.9,128.88,43.78,32.51,11.27,172.65,172.65,5.11,PLAYERAS,0.25,0.09,7/22/2024,8/5/2024
56294ABR-186-1 SZ,RUSH LBD LIMA,4,62.4,1160.45,1366.19,960.33,405.86,6008.00,1502.00,5.11,MOCHILAS,0.20,0.09,7/22/2024,8/5/2024
56561-186-1 SZ,RUSH12 2.0 BACKPACK,5,54.8,1019.12,1499.74,1054.20,445.54,6595.32,1319.06,5.11,MOCHILAS,0.20,0.09,7/22/2024,8/5/2024
56702ABR-019-1 SZ,LVC6 2.0 WAIST PACK,20,21.8,405.41,2386.45,1677.49,708.96,10494.74,524.74,5.11,MOCHILAS,0.20,0.09,7/22/2024,8/5/2024
56702ABR-192-1 SZ,LVC6 2.0 WAIST PACK,6,21.8,405.41,715.94,503.25,212.69,3148.42,524.74,5.11,MOCHILAS,0.20,0.09,7/22/2024,8/5/2024
56789ABR-098-L/XL,MISSION READY DOG HARNESS,3,24.6,457.49,333.00,213.00,120.00,1705.46,568.49,5.11,K9,0.15,0.09,7/22/2024,8/5/2024
56789ABR-400-L/XL,MISSION READY DOG HARNESS,3,24.6,457.49,333.00,213.00,120.00,1705.46,568.49,5.11,K9,0.15,0.09,7/22/2024,8/5/2024
56803-098-1 SZ,MISSION READY DOG LEASH,10,16.4,304.99,897.58,630.91,266.67,3947.49,394.75,5.11,K9,0.20,0.09,7/22/2024,8/5/2024
56803-400-1 SZ,MISSION READY DOG LEASH,10,16.4,304.99,897.58,630.91,266.67,3947.49,394.75,5.11,K9,0.20,0.09,7/22/2024,8/5/2024
56809-098-L,MISSION READY DOG COLLAR,2,10.8,200.85,118.22,83.09,35.12,519.91,259.96,5.11,K9,0.20,0.09,7/22/2024,8/5/2024
56809-400-L,MISSION READY DOG COLLAR,2,10.8,200.85,118.22,83.09,35.12,519.91,259.96,5.11,K9,0.20,0.09,7/22/2024,8/5/2024
71049-010-M,PERFORMANCE S/S POLO,6,25.2,468.64,955.10,709.25,245.86,3766.97,627.83,5.11,PLAYERAS,0.25,0.09,7/22/2024,8/5/2024
72002ABR-724-XL-R,RIPSTOP TDU L/S SHIRT,20,34.2,636.02,4320.71,3208.49,1112.22,17041.06,852.05,5.11,CAMISAS,0.25,0.09,7/22/2024,8/5/2024
74439-019-30-32,FAST-TAC CARGO PANT,2,30.4,565.35,391.27,292.41,98.86,1521.97,760.98,5.11,PANTALONES,0.25,0.09,7/22/2024,8/5/2024
89134-019-S/M,VENT-TAC HAT,15,15.4,286.39,694.02,318.40,375.62,4989.93,332.66,5.11,GORRAS,0.35,0.09,7/22/2024,8/5/2024
89260ABR-724-1 SZ,UNIFORM HAT - ADJUSTABLE,100,5.2,96.70,1562.30,716.75,845.55,11232.74,112.33,5.11,GORRAS,0.35,0.09,7/22/2024,8/5/2024
62070ABR-724-L,WM L/S TACLITE SHIRT,4,33.6,617.74,241.80,0.00,241.80,2712.74,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62070ABR-724-M,WM L/S TACLITE SHIRT,7,33.6,617.74,423.14,0.00,423.14,4747.30,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62070ABR-724-S,WM L/S TACLITE SHIRT,11,33.6,617.74,664.94,0.00,664.94,7460.04,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62070ABR-724-XS,WM L/S TACLITE SHIRT,5,33.6,617.74,302.25,0.00,302.25,3390.93,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
64360-162-10-R,WM TACLITE PANT,4,30.4,558.90,218.77,0.00,218.77,2454.38,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-14-R,WM TACLITE PANT,3,30.4,558.90,164.08,0.00,164.08,1840.79,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-16-R,WM TACLITE PANT,2,30.4,558.90,109.38,0.00,109.38,1227.19,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-18-R,WM TACLITE PANT,5,30.4,558.90,273.46,0.00,273.46,3067.98,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-2-R,WM TACLITE PANT,2,30.4,558.90,109.38,0.00,109.38,1227.19,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-4-R,WM TACLITE PANT,2,30.4,558.90,109.38,0.00,109.38,1227.19,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-6-R,WM TACLITE PANT,4,30.4,558.90,218.77,0.00,218.77,2454.38,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64360-162-8-L,WM TACLITE PANT,6,30.4,558.90,328.15,0.00,328.15,3681.58,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
72175ABR-724-L,TACLITE PRO L/S SHIRT,8,33.6,617.74,483.59,0.00,483.59,5425.48,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-724-M,TACLITE PRO L/S SHIRT,20,33.6,617.74,1208.98,0.00,1208.98,13563.70,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-724-S,TACLITE PRO L/S SHIRT,8,33.6,617.74,483.59,0.00,483.59,5425.48,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-724-XL,TACLITE PRO L/S SHIRT,1,33.6,617.74,60.45,0.00,60.45,678.19,678.19,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
74273-162-28-30,TACLITE PRO PANT,3,30.4,558.90,164.08,0.00,164.08,1840.79,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-30-30,TACLITE PRO PANT,5,30.4,558.90,273.46,0.00,273.46,3067.98,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-32-32,TACLITE PRO PANT,7,30.4,558.90,382.84,0.00,382.84,4295.17,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-34-32,TACLITE PRO PANT,3,30.4,558.90,164.08,0.00,164.08,1840.79,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-34-34,TACLITE PRO PANT,4,30.4,558.90,218.77,0.00,218.77,2454.38,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-36-36,TACLITE PRO PANT,9,30.4,558.90,492.23,0.00,492.23,5522.36,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-38-36,TACLITE PRO PANT,2,30.4,558.90,109.38,0.00,109.38,1227.19,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74273-162-42-36,TACLITE PRO PANT,3,30.4,558.90,164.08,0.00,164.08,1840.79,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
80034-186-L,FAST TAC VEST,19,45.6,838.36,1558.72,0.00,1558.72,17487.49,920.39,5.11,CHALECOS,0.20,0.10,7/16/2024,8/2/2024
80034-186-M,FAST TAC VEST,20,45.6,838.36,1640.76,0.00,1640.76,18407.88,920.39,5.11,CHALECOS,0.20,0.10,7/16/2024,8/2/2024
80034-186-S,FAST TAC VEST,15,45.6,838.36,1230.57,0.00,1230.57,13805.91,920.39,5.11,CHALECOS,0.20,0.10,7/16/2024,8/2/2024
48026ABR-724-XL,BIG HORN JACKET,25,46.5,854.02,2089.27,0.00,2089.27,23439.77,937.59,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
62408-019-M,WM PERFORMANCE POLO L/S,2,26.2,481.32,94.20,0.00,94.20,1056.84,528.42,5.11,PLAYERAS,0.25,0.10,7/16/2024,8/2/2024
64435-720-4,WM COMPANY PANT 2.0,9,37.9,697.20,614.03,0.00,614.03,6888.83,765.43,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
72175ABR-019-M,TACLITE PRO L/S SHIRT,37,32.3,594.57,2152.74,0.00,2152.74,24151.87,652.75,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-L,TACLITE PRO L/S SHIRT,3,32.9,605.36,177.71,0.00,177.71,1993.78,664.59,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-S,TACLITE PRO L/S SHIRT,16,32.9,605.38,947.85,0.00,947.85,10633.98,664.62,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-XL,TACLITE PRO L/S SHIRT,9,32.9,605.38,533.16,0.00,533.16,5981.55,664.62,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
71175ABR-010-2XL,TACLITE PRO S/S SHIRT,2,29.8,547.69,107.19,0.00,107.19,1202.57,601.28,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-2XL,TACLITE PRO L/S SHIRT,2,32.9,605.42,118.49,0.00,118.49,1329.32,664.66,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-XL,TACLITE PRO L/S SHIRT,5,32.9,605.38,296.20,0.00,296.20,3323.11,664.62,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
89381ABR-724-1SZ,TACLITE UNIFORM CAP,18,9.4,172.82,304.40,0.00,304.40,3415.15,189.73,5.11,GORRAS,0.35,0.10,7/16/2024,8/2/2024
74369-092-28-32,STRYKE PANT W/FLEX-TAC TM,1,43.2,794.23,77.72,0.00,77.72,871.95,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-092-30-32,STRYKE PANT W/FLEX-TAC TM,3,43.2,794.23,233.16,0.00,233.16,2615.86,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-092-32-32,STRYKE PANT W/FLEX-TAC TM,10,43.2,794.23,777.20,0.00,777.20,8719.52,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-092-34-32,STRYKE PANT W/FLEX-TAC TM,20,43.2,794.23,1554.41,0.00,1554.41,17439.05,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-092-36-32,STRYKE PANT W/FLEX-TAC TM,11,43.2,794.23,854.92,0.00,854.92,9591.48,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-092-38-32,STRYKE PANT W/FLEX-TAC TM,5,43.2,794.23,388.60,0.00,388.60,4359.76,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-28-32,STRYKE PANT W/FLEX-TAC TM,1,43.2,794.23,77.72,0.00,77.72,871.95,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-30-32,STRYKE PANT W/FLEX-TAC TM,3,43.2,794.23,233.16,0.00,233.16,2615.86,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-32-32,STRYKE PANT W/FLEX-TAC TM,10,43.2,794.23,777.20,0.00,777.20,8719.52,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-34-32,STRYKE PANT W/FLEX-TAC TM,20,43.2,794.23,1554.41,0.00,1554.41,17439.05,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-36-32,STRYKE PANT W/FLEX-TAC TM,11,43.2,794.23,854.92,0.00,854.92,9591.48,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-190-38-32,STRYKE PANT W/FLEX-TAC TM,5,43.2,794.23,388.60,0.00,388.60,4359.76,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-28-32,STRYKE PANT W/FLEX-TAC TM,1,43.2,794.23,77.72,0.00,77.72,871.95,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-30-32,STRYKE PANT W/FLEX-TAC TM,3,43.2,794.23,233.16,0.00,233.16,2615.86,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-32-32,STRYKE PANT W/FLEX-TAC TM,10,43.2,794.23,777.20,0.00,777.20,8719.52,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-34-32,STRYKE PANT W/FLEX-TAC TM,20,43.2,794.23,1554.41,0.00,1554.41,17439.05,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-36-32,STRYKE PANT W/FLEX-TAC TM,11,43.2,794.23,854.92,0.00,854.92,9591.48,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74369-724-38-32,STRYKE PANT W/FLEX-TAC TM,5,43.2,794.23,388.60,0.00,388.60,4359.76,871.95,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-L,TACLITE PRO L/S SHIRT,3,32.9,605.36,177.71,0.00,177.71,1993.78,664.59,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
72175ABR-010-S,TACLITE PRO L/S SHIRT,3,32.9,605.36,177.71,0.00,177.71,1993.78,664.59,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62396-992-S-R,WM CL A FAST-TAC TWL L/S,1,28.2,518.82,50.77,0.00,50.77,569.59,569.59,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
89098-724-1SZ,FAST-TAC UNIFORM HAT,75,7.1,129.72,952.07,0.00,952.07,10681.42,142.42,5.11,GORRAS,0.35,0.10,7/16/2024,8/2/2024
89098ABR-019-1SZ,FAST-TAC UNIFORM HAT,30,7.1,129.72,380.83,0.00,380.83,4272.57,142.42,5.11,GORRAS,0.35,0.10,7/16/2024,8/2/2024
48026-724-L,BIG HORN JACKET,3,59.3,1089.31,319.79,0.00,319.79,3587.72,1195.91,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
48026ABR-724-2XL,BIG HORN JACKET,2,46.5,853.98,167.13,0.00,167.13,1875.10,937.55,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
74273-162-44-32,TACLITE PRO PANT,1,29.8,547.69,53.59,0.00,53.59,601.28,601.28,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
64420AB-055-18-L,WM FAST-TAC URBAN PANT,1,26.2,481.69,47.14,0.00,47.14,528.82,528.82,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74461-724-34-36,FAST-TAC URBAN PANT,1,26.2,481.69,47.14,0.00,47.14,528.82,528.82,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
12380-019-6-R,FAST TAC 6,7,46.4,853.06,584.34,0.00,584.34,6555.79,936.54,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
74273ABR-724-48,TACLITE PRO PANT,3,30.4,558.90,164.08,0.00,164.08,1840.79,613.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
48026ABR-724-L,BIG HORN JACKET,159,46.2,849.66,13219.97,0.00,13219.97,148316.26,932.81,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
48026ABR-724-M,BIG HORN JACKET,292,46.2,849.66,24278.21,0.00,24278.21,272379.74,932.81,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
48026ABR-724-S,BIG HORN JACKET,270,46.2,849.66,22449.03,0.00,22449.03,251857.98,932.81,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
74461-724-30-32,FAST-TAC URBAN PANT,30,25.6,469.64,1378.73,0.00,1378.73,15468.07,515.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74461-724-34-32,FAST-TAC URBAN PANT,36,25.6,469.64,1654.47,0.00,1654.47,18561.68,515.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74461-724-30-34,FAST-TAC URBAN PANT,6,25.6,469.64,275.75,0.00,275.75,3093.61,515.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
12380-019-5-R,FAST TAC 6,12,45.2,831.74,976.69,0.00,976.69,10957.53,913.13,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
12380-019-6.5-R,FAST TAC 6,18,45.2,831.74,1465.03,0.00,1465.03,16436.30,913.13,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
12380-019-6-R,FAST TAC 6,54,45.2,831.74,4395.08,0.00,4395.08,49308.90,913.13,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
12380-019-7-R,FAST TAC 6,58,45.2,831.74,4720.65,0.00,4720.65,52961.41,913.13,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
12380-019-8-R,FAST TAC 6,54,45.2,831.74,4395.08,0.00,4395.08,49308.90,913.13,5.11,CALZADO,0.35,0.10,7/16/2024,8/2/2024
62388-992-M,WM FAST-TAC L/S SHIRT,350,25.6,469.64,16085.14,0.00,16085.14,180460.83,515.60,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62388-992-XL,WM FAST-TAC L/S SHIRT,45,25.5,469.64,2068.08,0.00,2068.08,23202.01,515.60,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
61314-992-S,WM FAST-TAC S/S SHIRT,3,26.2,481.69,141.41,0.00,141.41,1586.47,528.82,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
61314-992-XS,WM FAST-TAC S/S SHIRT,143,26.2,481.69,6740.44,0.00,6740.44,75621.68,528.82,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
62388-992-M,WM FAST-TAC L/S SHIRT,4,26.2,481.69,188.54,0.00,188.54,2115.29,528.82,5.11,CAMISAS,0.25,0.10,7/16/2024,8/2/2024
74461-019-34-32,FAST-TAC URBAN PANT,73,25.5,469.64,3354.89,0.00,3354.89,37638.87,515.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74461-019-38-32,FAST-TAC URBAN PANT,15,25.5,469.64,689.35,0.00,689.35,7733.93,515.60,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
74461-019-42-32,FAST-TAC URBAN PANT,1,25.5,469.55,45.95,0.00,45.95,515.50,515.50,5.11,PANTALONES,0.25,0.10,7/16/2024,8/2/2024
48026-019-M,BIG HORN JACKET,42,46.2,849.66,3492.07,0.00,3492.07,39177.91,932.81,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
48026ABR-019-XL,BIG HORN JACKET,4,46.2,849.66,332.58,0.00,332.58,3731.23,932.81,5.11,CHAMARRAS,0.25,0.10,7/16/2024,8/2/2024
ROUNDED STICKERS,ROUNDED STICKERS,1,1.0,18.39,1.80,0.00,1.80,20.18,20.18,ROUNDED ,ACCESORIOS,0.00,0.10,7/16/2024,8/2/2024
ROUNDED HAT,ROUNDED HAT,5,2.0,36.77,17.99,0.00,17.99,201.84,40.37,ROUNDED ,GORRAS,0.35,0.10,7/16/2024,8/2/2024
ROUNDED SIGN,ROUNDED SIGN,3,1.0,18.39,5.40,0.00,5.40,60.55,20.18,ROUNDED ,ACCESORIOS,0.15,0.10,7/16/2024,8/2/2024
"Springfield XD 4"" Tuckable IWB Holster","Black / Ambidextrous (No Sweatguard) / XD 4"" Full Size Service
Model - SKU: SFA-XD40FS-BK-TUCK",10,28.2,517.91,506.80,0.00,506.80,5685.86,568.59,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
"Springfield Hellcat Pro Tuckable IWB
Holster (Optic Ready)","Black / Ambidextrous (No Sweatguard) / Optic/RMR Cut - SKU: SFAHELLCATPRO-
BK-TUCK-RMR",10,28.2,517.91,506.80,0.00,506.80,5685.86,568.59,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
"Springfield XD 3"" Tuckable IWB Holster","Black / Ambidextrous (No Sweatguard) / XD 3"" Subcompact - SKU:
SFA-XD3SUB-BK-TUCK",10,28.2,517.91,506.80,0.00,506.80,5685.86,568.59,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
"Sig Sauer P320 Full Size Tuckable IWB
Holster","Black / Ambidextrous (No Sweatguard) / Standard Cut - SKU: SSRP320FS-
BK-TUCK",8,28.2,517.91,405.44,0.00,405.44,4548.68,568.59,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
LEVEL 2 KYDEX Holster,"Universal (Compact) / Black / Drop Leg (Right Hand) - SKU: RGL2DL-
UNI-CMPCT-BK-RH",3,90.0,1654.10,485.59,0.00,485.59,5447.89,1815.96,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
"TLR7 Holster - X-FER Universal Holster
for Streamlight TLR7",Streamlight TLR-7 / Black / Tuckable - SKU: ARC-TLR7-BK-XFER,8,36.0,661.31,517.70,0.00,517.70,5808.17,726.02,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
Universal Holster,"Standard / Black / Universal IWB - 
SKU: RG-UNVRSL-STNDRD-BLK",65,25.0,459.63,2923.51,0.00,2923.51,32799.13,504.60,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
LEVEL 2 KYDEX Holster,"Universal (Compact) / Black / Mid-Ride (Right Hand) - SKU: RGL2MR-
UNI-CMPCT-BK-RH",9,78.0,1433.48,1262.47,0.00,1262.47,14163.78,1573.75,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
Handcuff Holster,Smith & Wesson M300 / Black - SKU: CEX-HCHM300-BK,4,28.8,528.94,207.04,0.00,207.04,2322.78,580.70,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
"IWB Holster fits: Glock 19 19X 23 32 45
(Optic Ready)","Black / Right Hand / Optic Cut - 
SKU: GLK-192332-BK-RH-VAR-RMR 15",15,2.0,36.77,53.97,0.00,53.97,605.52,40.37,ROUNDED ,HOLSTERS,0.00,0.10,7/16/2024,8/2/2024
4-0152-0024,StingerHawk-Rg-Blk 1L-Smk,570,37.8,694.95,38763.01,0.00,38763.01,434886.22,762.96,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0152-0024,StingerHawk-Rg-Blk 1L-Smk,6,37.8,694.95,408.03,0.00,408.03,4577.75,762.96,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0152-0026,StingerHawk-Rg-Blk 1L-Clr,6,37.8,694.95,408.03,0.00,408.03,4577.75,762.96,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0152-0086,StingerHawk-Lg-Blk 1L-Smk,3,37.8,694.95,204.02,0.00,204.02,2288.87,762.96,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0152-0083,StingerHawk-Lg-Blk 1L-Clr,3,37.8,694.95,204.02,0.00,204.02,2288.87,762.96,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0309-0300,Desert-Locust-Blk 1L-Clr,3,29.7,546.03,160.30,0.00,160.30,1798.40,599.47,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0309-0310,Desert-Locust-Blk 1L-Smk,2,29.7,546.03,106.87,0.00,106.87,1198.93,599.47,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0077-0211,Sawfly-Rg-Blk 2L-Clr/Smk HC,2,44.1,810.78,158.68,0.00,158.68,1780.24,890.12,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0077-0214,Sawfly-Rg-Blk 1L-Clr HC,2,28.4,521.21,102.01,0.00,102.01,1144.44,572.22,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0077-0217,Sawfly-Rg-Blk 1L-Smk HC,2,28.4,521.21,102.01,0.00,102.01,1144.44,572.22,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0436-9103,Rx Carrier,6,10.4,190.28,111.72,0.00,111.72,1253.43,208.91,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0436-5102,Rx Carrier+Connector-A,3,10.4,190.28,55.86,0.00,55.86,626.72,208.91,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0152-0370,I-Vis Sampler Kit StingerHawk-Rg,1,0.3,5.52,0.54,0.00,0.54,6.06,6.06,REVISION,ACCESORIOS,0.00,0.10,7/16/2024,8/2/2024
4-0759-0014,SlingShot-Blk 1L-Verso,1,55.0,1011.18,98.95,0.00,98.95,1110.12,1110.12,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
4-0759-0017,SlingShot-Blk 1L-Cano,1,55.0,1011.18,98.95,0.00,98.95,1110.12,1110.12,REVISION,LENTES,0.00,0.10,7/16/2024,8/2/2024
88083,Portable electric lamps,210,33.5,614.98,12637.65,0.00,12637.65,141783.08,675.16,STREAMLIGHT,LINTERNAS,0.15,0.10,7/16/2024,8/2/2024
61166-724-L,WM PROFESSIONAL S/S POLO,4,27.7,494.21,651.37,506.50,144.87,2628.23,657.06,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
61166-724-S,WM PROFESSIONAL S/S POLO,4,27.7,494.21,651.37,506.50,144.87,2628.23,657.06,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41191QG-035-L,TRAIN STRONG TEE,3,11.3,200.57,198.27,154.17,44.10,799.99,266.66,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41191QG-035-M,TRAIN STRONG TEE,3,11.3,200.57,198.27,154.17,44.10,799.99,266.66,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41191QG-035-S,TRAIN STRONG TEE,2,11.3,200.57,132.18,102.78,29.40,533.33,266.66,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41191QG-035-XL,TRAIN STRONG TEE,1,11.3,200.57,66.09,51.39,14.70,266.66,266.66,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41195YD-728-L,TACTL CHIHUAHUA S/S TEE,4,6.9,123.55,162.84,126.63,36.22,657.06,164.26,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41195YD-728-M,TACTL CHIHUAHUA S/S TEE,1,6.9,123.55,40.71,31.66,9.05,164.26,164.26,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41195YD-728-S,TACTL CHIHUAHUA S/S TEE,2,6.9,123.55,81.42,63.31,18.11,328.53,164.26,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41195YD-728-XL,TACTL CHIHUAHUA S/S TEE,1,6.9,123.55,40.71,31.66,9.05,164.26,164.26,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41230ABL-135-L,TRIBLEND LEGACY S/S TEE,3,13.6,242.47,239.68,186.38,53.31,967.10,322.37,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41230ABL-135-M,TRIBLEND LEGACY S/S TEE,3,13.6,242.47,239.68,186.38,53.31,967.10,322.37,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
41230ABL-135-S,TRIBLEND LEGACY S/S TEE,2,13.6,242.47,159.79,124.25,35.54,644.73,322.37,5.11,PLAYERAS,0.25,0.07,7/2/2024,7/19/2024
